Gene,CgB41,CgB44,Cg15m1,Cg15m2,Cg30m1,Cg30m2,Cg45m1,Cg45m2,Cg1h1,Cg1h2,Cg1.5h1,Cg1.5h2,Cg2h1,Cg2h2,Cg3h1,Cg3h2,Cg4h1,Cg4h2,Cg6h1,Cg6h2,Cg8h1,Cg8h2
gene-GWK60_B04257,6.53318254089489,6.67333770767083,6.87500880443539,6.79870837648355,6.67350011511427,6.74150148346669,6.79350223464407,6.95363483747416,6.40814962827225,6.48054792214666,6.37099362506342,6.28094379860385,6.05580843356191,6.09042693197175,6.27122327456729,6.101649413531,6.29095486573128,6.24624110754699,6.08234673024034,6.13218244907124,5.99664607110586,5.9572648737212
gene-GWK60_B04279,4.59665311572892,4.62117529564659,4.3477775405,4.29340176418892,4.58894393301122,4.7914241240657,4.74735755085402,4.70092380231354,4.91224733778813,4.85928851668975,4.96138229052845,5.1466102648257,5.24451987269088,5.22385288255558,5.48563816715385,4.90006092000938,5.08386993256507,5.06678121349973,4.9093393554703,4.62777328584457,4.74539025013173,4.92712708602653
gene-GWK60_B04301,5.78407157922879,5.8384050964612,5.23299862056408,5.31419284633094,6.41222650631916,6.24615033109905,5.78877589436104,5.51810156364585,4.47832465394486,4.28678683336655,4.55207738522555,4.73207802535195,4.90132550397513,4.98398475178072,5.0314648355394,5.25440746728539,5.5953868500478,5.66380424323373,5.71907268876502,5.83055786344097,5.847938745984,5.86615971889583
gene-GWK60_B04323,2.65036247742345,2.33841178676886,1.81208398672976,1.72523263277544,2.41233832564645,2.44481199879397,2.23432821999314,2.11234081127708,2.02851391451334,1.87686957269112,1.82562428235808,1.43573058071753,1.68016930755772,1.27453886426481,1.26142394706452,1.15865798585632,0.797860619384934,0.666813967167591,0.700165720157684,0.482414244041737,0.201280681463582,0.447358710210257
gene-GWK60_B04345,5.07793829055576,4.88859426475869,5.33182409995941,5.45032761545414,5.57361660511936,5.87518403329548,5.700209544781,5.62409762858587,5.70680822064562,5.58109987828846,5.52918621725705,5.64462081478373,5.62549090049661,5.62235369180443,5.73987399124819,5.83880378481556,5.70880074847266,5.75841414927509,5.65279676420765,5.75167976315952,5.6012881278209,5.68381350691124
gene-GWK60_B04367,6.21040778363678,6.18485569373601,6.03265956709921,6.14298116806287,6.2737395069158,6.34205004413381,6.30958485942133,6.19086569211888,6.60056655986109,6.53702952321507,6.42475399703206,6.41161844249587,6.24579495511431,6.33430945117446,5.45879653089186,5.95818787581055,5.92256377315549,5.92457227392728,5.96254049205138,5.83481604929506,5.94769494449145,6.08107596521136
gene-GWK60_B04389,8.10062158495941,8.12657186704436,8.2689322019395,8.22231676736553,8.1825797896154,7.92431435398968,8.62690119316806,8.6338689043196,9.04999219026052,8.96330567165764,9.15915374373829,9.07611795343541,9.02860492073957,9.0340959982467,8.21721963069737,8.80082623961458,8.31729855177894,8.41368291063534,8.40984519091111,8.48409110343438,8.4165974859019,8.11247466724513
gene-GWK60_B04411,6.69945049328904,6.71064841814049,6.26006234316204,6.33880227603352,5.76368211458843,5.69486558584498,6.30291697635445,6.30846578252522,6.46265082806218,6.29752303117638,6.15206111449115,6.06343449529242,5.71606491330427,5.86374569457089,5.24990769415257,5.6912958522684,5.29475072002919,5.47781275530633,5.44829505474721,5.43197049720686,5.45379888064937,5.3557182537838
gene-GWK60_B04433,9.49733795907449,9.50646145060012,8.95524992191763,9.02080408257378,8.99031592662871,8.92773086750493,9.06871487077842,9.0243734367849,9.18276579639381,9.16494170127715,8.94208700826344,8.9782907817883,8.82128491829968,8.89816288706391,8.7102824427956,8.51961000228014,8.47284968784778,8.45447377839968,8.31195014392751,8.31227041971683,8.3402662163989,8.374117276729
gene-GWK60_B04455,7.47204475372705,7.44889654399702,7.57628141980189,7.61726685867994,8.59748391446945,8.63963656444224,8.59898423299518,8.58650327315413,8.03872382489897,7.86585257271737,7.03401648847252,7.09004865594007,6.71538856902575,6.66839890325314,7.3871813312647,7.00757394891653,7.22519584421045,7.281456259251,7.33035014860654,7.26595953027316,7.20143124161575,7.22841207503977
gene-GWK60_B04477,4.79252835022441,4.66053343381027,4.72422183239773,4.64157101565856,5.28849219913841,5.29961793660629,5.00145081802122,5.07548460825417,4.50877811629751,4.20503765780541,3.60469128730105,3.55609071872224,3.39475765709152,3.67975141437333,3.58249155561768,3.9350244506537,3.91492643444775,3.88781825724015,4.06631697453359,4.01791956981528,3.9096354208712,3.91770216979441
gene-GWK60_B04499,8.04641434457784,8.03832498413623,8.27449361166662,8.19894911796268,7.56812664723585,7.53828170698227,7.94616373137294,8.00873241849175,8.09629895745262,8.10257893740809,8.09647885121841,8.13162361392921,7.86582104145786,7.8924847461914,7.50708723920591,7.51017344840242,7.44450942599608,7.36617616983041,7.17061041764687,7.27486697235235,7.28756400936728,7.19437270248566
gene-GWK60_B04521,3.11449705783019,3.20211979740256,2.93604341856456,2.58816717556571,2.12131669092623,2.53770137923988,2.94203410589373,2.863302315036,3.5263712317379,3.29908389007008,3.61222203322301,3.63996152827269,3.89568028113714,4.0972347730857,3.77134090290223,3.85627464021077,3.78645878476361,3.78130419026353,3.87756644701352,3.84343582501961,4.06901407575517,3.86880537263181
gene-GWK60_B04543,6.978676155842,6.97116122340428,6.54063105123548,6.64579677739006,7.03113373841106,7.05848316118383,6.81307542717052,6.79207964273931,6.55013367310746,6.38218068464335,5.57937187512552,5.63853374329895,5.64909111741457,5.62718171379859,6.03949626094489,5.70518942050859,5.53822349127022,5.58496845875802,5.20121721110151,5.19416684318026,4.83961334659969,5.04456395251361
gene-GWK60_B04565,4.51019547445963,4.61419772730909,4.47099729951757,4.59096061214883,4.55768354453645,4.64696565578682,4.36016701591929,4.33384416894125,4.30199293896478,4.25232504190991,4.4252753216483,4.42296570409784,4.87216467656159,4.77944420285119,4.91996247846185,4.85619094194985,5.11917721981592,5.00808256745677,5.12393468032496,4.95694187110005,5.05965111744875,5.09949617832599
gene-GWK60_B04587,4.88264337475065,4.85813958693561,5.06467606016915,4.98765457091939,5.38267570898391,5.3556275765189,5.700209544781,5.81370368290873,6.05168908004016,6.15355900084841,5.90240880312348,5.92691968905915,5.80279076807969,5.75325449345516,5.53804192147574,5.3917565994726,5.47710137015886,5.44141993231473,5.31232533098629,5.23983822532848,5.29353779969401,5.2164391700444
gene-GWK60_B04609,4.88792812564781,4.97059824395994,5.07442578862343,5.16138310452506,4.89437149898378,4.89972409547888,4.68718354977662,4.59343881804611,4.66854242348674,4.68298483567964,5.16248442470839,5.2751095262985,5.70323869616155,5.72350567269963,5.84351504884769,5.68605107422879,5.59243405728454,5.67429626442349,5.58735170503801,5.44130937719328,5.46995950667272,5.50230906768033
gene-GWK60_B04631,4.09170946395907,4.19367438481072,3.96309469471748,3.71689282678451,3.56774103618364,3.38455039893862,4.02723723107204,3.99574501446877,3.67099794023476,3.72031605425833,3.48222200805985,3.41127486589646,3.41849359235729,3.47455488977038,3.63845235430409,3.60529182493023,3.55123968203648,3.68337311926984,3.57689937168045,3.55708161648658,3.51197358410332,3.49091172664208
gene-GWK60_B04653,8.2177832679793,8.25922566695345,8.11831077614824,8.08818951504359,8.1096105714102,8.1732841787098,8.005741232617,7.97873047315866,8.01209968114713,8.0162833335598,7.94133663430998,7.94405330200478,7.80108313164461,7.77231987807094,7.67741329232842,7.54776585959431,7.37747658713789,7.52159436758339,7.42479886723857,7.40370595045811,7.20840479133555,7.16566419248844
gene-GWK60_B04675,4.59018339893594,4.59555834756475,4.91806881666683,4.98485456007423,5.10123962390456,5.37451976475963,4.79971910759418,5.07548460825417,5.10728376130689,4.83946312086634,5.25121042973619,5.33656127642695,5.76625900548266,5.61912601086929,6.22513562632401,5.7308846382682,6.094163251935,6.0298693602926,6.19208193394762,6.05884432341304,6.23068517585787,6.44321760209499
gene-GWK60_B04697,7.92538747173107,7.99734084203566,6.9779390835877,7.04103473003257,7.79170913441307,7.84601089289804,8.01188714936785,8.05586633140831,7.70280615062851,7.73170166443235,7.38331263164835,7.40832471973784,6.53442739541666,6.57403732946418,7.28347673641157,7.32124875690001,7.23706145356976,7.12852868506186,6.96626604647543,7.07638332376607,6.54649667846636,6.5092270351277
gene-GWK60_B04719,5.34328878713697,5.46273147415241,5.06955916045982,5.06127097731497,5.55438911101249,5.29961793660629,5.16795790616507,5.22237997870633,4.72209069059172,4.51817536133358,3.96674110713115,3.99137296884482,3.85524641974008,3.65558776529161,4.69152879254559,4.51064831325169,4.80399038231411,4.89030872199654,4.83684976592912,4.68863984274009,4.49115605846938,4.36545100241572
gene-GWK60_B04741,5.54576259631322,5.41749811328568,5.61841104226927,5.55597414004537,5.12749832217104,5.30619267201259,5.21539509297531,5.21303884254069,5.41106080859657,5.47312139906231,5.36300451765348,5.49318682948087,5.41349846237989,5.42022448738101,5.14210365279636,5.2824800415779,5.36909881276042,5.23213996148353,5.44681976672367,5.50325934134982,5.72464937338183,5.54489577135314
gene-GWK60_B04763,5.29636676891091,5.20887222663474,5.23951297035255,5.31196042331076,4.70762251492115,4.86451974858777,5.38011296563632,5.51240133385035,7.044226988669,7.02474089869528,8.28833066272121,8.28951866049888,8.59458421676268,8.56926711383856,8.81690913550597,8.32498808469559,8.10727587805515,8.1065523929799,7.76885712966405,7.76930736328156,7.63158559782093,7.71340355075933
gene-GWK60_B04785,4.89056325929573,4.90059837918638,5.14783186422769,5.12369604823918,4.35440248554273,4.39479632332649,4.86842479020986,4.84998910435349,5.54585923093283,5.64612730888145,5.86960615356784,5.80177171301987,5.88743509844681,5.92776030339672,6.00262158704776,5.74944113240777,5.91075936903574,5.78631927278337,5.66172667038464,5.7636410389094,5.92551028980726,5.98614058184043
gene-GWK60_B04807,7.0123356851879,6.91234864951225,6.48962478229696,6.5952892881504,7.27487497027521,7.2547913846993,6.41228136691414,6.33238831154753,4.92448204560424,4.85928851668975,4.51989975475428,4.49662385692817,5.01111681518797,4.9582015740231,5.8415544674204,5.59570849694904,6.08998205018815,6.01225428122249,6.31118546113349,6.26538968421214,6.23699453908767,6.34058951965824
gene-GWK60_B04829,5.43097964759921,5.39221424297756,4.98421130823333,5.02901540594351,4.93278167021321,5.06649256638938,5.03862040040086,4.94614929420139,5.21582837540278,5.28071219517,5.13595960634814,5.20818592050363,5.33043948649502,5.36926402843726,5.55051590005744,5.37881210440491,5.6659044463072,5.65171917843586,5.8620759023182,5.7546793921281,6.00529639673851,6.14268254305767
gene-GWK60_B04895,6.81423481788188,6.91383005659355,6.88888836181473,6.88019771929564,6.6122712441724,6.63101527863931,6.55299519344581,6.71641829772391,6.663051819737,6.85950291312129,7.03188213903956,7.05391409214524,7.06533273975491,7.03158441865484,7.0152639361862,7.11229913259729,7.24225156367349,7.15606050524339,7.15398055893777,7.33972578534173,7.40752657240428,7.32779143342008
gene-GWK60_C00011,1.61735788282021,2.0843031302392,2.23036583067883,2.05656575634749,3.06780112370648,2.70381120540292,3.24930778803592,3.01049473697414,2.61582674032178,2.70097380830901,2.43995818467829,2.60179414716924,2.47697256446067,2.87984341301678,2.24324646721056,2.92696599737657,2.86092193935805,2.16776542624405,1.80436264631309,1.12310766311257,0.939390555300206,1.03078100253777
gene-GWK60_C00033,5.31670114369843,5.25242526979209,5.05596026046745,5.00060370697216,5.26514928925208,5.35534441526086,5.13604485993562,5.08349044807459,5.27774807978329,5.06455306892834,5.72269331156884,5.59171764664041,5.87564818613598,5.98215330621867,6.30839973562638,5.94596486776143,6.35340484518708,6.25647315903213,6.41519277055911,6.4338066158859,6.59077445452614,6.42023072967929
gene-GWK60_C00055,5.29039274197948,5.26101754249742,5.3216267996555,5.18193115945541,5.4333103702044,5.4297558235904,5.36189816840347,5.33431045707245,5.18564935464217,5.28490669869423,5.59336787608998,5.70993644804507,5.81178097724311,5.69619694344051,6.14022087603465,6.08314830703008,6.44376155038464,6.3101079280093,6.73402346328014,6.79754847384702,7.07916985651881,7.06793451392165
gene-GWK60_C00077,5.40356431098042,5.49870605026741,4.7303154777239,4.87719544818285,5.23897431872409,4.80385752588062,5.64251941300248,5.63111267996377,5.74697416598335,5.83246027402602,5.96303977906813,5.95820302249028,5.81133428901549,5.97648292320857,5.42066581906212,5.97404703582488,5.58056058705643,5.66679024207325,5.6515062927987,5.9214372669433,5.84559683961129,5.6303994904176
gene-GWK60_C00099,5.81491800387288,5.82744274731651,7.82683215440335,7.83229562162143,6.9187550901151,7.15451876196965,6.55459992107885,6.62956394019597,8.75497548891357,8.72941468551651,9.95975418189614,10.0489781543965,10.2873630645135,10.2591281354608,10.4697718349589,10.01813159826,10.0555794919641,9.82016437410014,9.90829246852045,9.68172254961235,9.96101035382056,10.1066008468575
gene-GWK60_C00121,7.04515563790544,7.05208405337975,6.94974510030598,6.87630190216608,7.25930640526305,7.29170253261319,7.00429053483432,7.08745078208772,6.46579355468577,6.44912142308492,6.04022721911517,5.98564486725225,5.82071551034375,5.83760052019003,6.28130618708863,6.05358712319031,6.27170243259476,6.14102755899268,6.22085122474321,6.24099804506038,6.21265732996646,6.26108085949056
gene-GWK60_C00143,9.54044804250128,9.60729966438159,9.35870239626129,9.32389173582069,7.52747064844122,7.73099708863796,8.01451311994557,8.01714312121175,8.94974184076996,8.96526721057896,9.56605573097121,9.6167725310589,9.57603281802379,9.59804224405537,9.1615570724026,9.1785083179666,8.98536375961759,8.8883007145292,8.87257327344189,8.88984086576631,9.07816351231103,9.11793585044275
gene-GWK60_C00165,5.50335151942521,5.35779801172232,4.83734044674639,4.89822290823496,5.23679834684029,5.25500356086898,4.7806483962768,4.6807357345618,4.42334622637952,4.06571726823128,3.76162905161188,3.85101995492506,4.30487240956746,4.4312200246744,5.1740919793591,4.9150822792009,5.21059637649822,5.33774551633427,5.53277039482351,5.26530135564985,5.12234058053569,5.47283553726394
gene-GWK60_C00187,7.70321699758145,7.72770528123578,7.94414140445743,8.01287948585002,7.71978657969067,7.18218519521697,7.6943371070744,7.609776326543,7.73875837600772,7.64462044722975,7.9414094558953,7.82223927536654,8.01858479486592,8.00309635431822,7.42098924978172,8.13630307196505,7.94052067862425,8.00095689459921,8.00796081850688,8.28685309820194,8.09025964292163,8.08134837435951
gene-GWK60_C00209,7.28541834704973,7.26902144937256,7.06181184007819,7.14690274232133,7.3649150306777,7.11426473133344,7.37368735845926,7.42259129227911,7.08431065389438,7.1223148443024,6.64394550000882,6.54451431213368,6.25241360676771,6.24290171720263,5.78103080949785,6.04084059310011,5.81394504151152,5.98361499951373,5.7288173117757,5.88399340028873,5.73657305287374,5.58626234462722
gene-GWK60_C00231,6.23134735332698,6.07791559846709,5.91278858774054,5.83472322907166,5.55790413316875,5.6211982589183,6.00959820134004,6.12639918301341,6.27235232800591,6.27555897654619,6.48168665046535,6.51491458634036,6.54255096781083,6.52522204679509,6.66590123793213,6.45306840548834,6.7889016403889,6.61559720455829,6.94936507545392,6.86641626022083,7.10066435925803,7.1360246177779
gene-GWK60_C00253,5.8009786072973,5.65215040492213,5.58980502224569,5.66319298549239,5.26287679380181,5.33219602060126,5.7860462465933,5.88160536372578,6.3446961385225,6.39096336174799,6.43352619658081,6.45613766146411,6.51706729618325,6.43227281191587,6.38935935149994,6.3550842919223,6.56921231677653,6.46230012697193,6.64032556749305,6.52984023758416,6.72168416696619,6.80870351284603
gene-GWK60_C00275,6.99346061771646,6.87252662751606,7.44057349748094,7.55774674627592,6.55097632484407,6.68918284144277,7.11664535388981,7.16276760212633,8.21186259625627,8.12205159535809,8.27720156017999,8.30913202376172,8.26268342899408,8.18736175124014,8.2607601074769,7.86489399944911,7.94023037886488,7.8481607694332,7.89619716848297,7.78479690182602,7.96409392364992,8.11988835927881
gene-GWK60_C00297,6.19663225052092,6.32394946598568,6.05499095550368,6.04557412166867,6.3127514698056,6.41382045776234,6.31905726285058,6.29081499584219,6.04049097191602,6.08184429057814,6.27440793219076,6.37181011848271,6.56487935308402,6.50401925733113,6.71251914630665,6.71833498445254,6.88494330415765,6.75768676034965,6.84794562434399,6.99881084760918,7.20519041797401,7.08607198368939
gene-GWK60_C00319,5.01653621119298,5.0099160437588,5.12220993028536,5.10318635717629,5.37472557986165,5.26853333317049,5.42817424899678,5.34504031708942,5.15222689299546,5.09492131156399,4.08251045943118,3.95917295632362,4.01946101292059,3.90919003638093,3.80111457541189,4.04289989841538,3.8372321156846,3.77535704056024,3.72544141505251,3.79712085729259,3.31133672830801,3.25477820289031
gene-GWK60_C00341,6.61513003817621,6.70038456504467,6.762390849909,6.88608932173456,6.87715349090477,6.79736755657072,7.0925456177974,7.12030126096315,6.6110128265209,6.5956102369088,5.98848944599257,5.82518587097015,6.00052832645615,6.23665167927512,6.14993767289707,6.39420417211572,6.3741163904469,6.33299270442044,6.22257651627141,6.36394943085629,6.02983134601734,5.93181655490162
gene-GWK60_C00363,6.15778351987351,6.22240162042484,5.17527367335852,5.21732300312085,5.42755779386048,5.59100379040994,6.73029997407061,6.7603670112873,7.03085019440566,6.98081497224862,7.12412378828512,6.9836212001922,7.15165835120369,7.08578598783563,7.22383964502096,7.08133909039665,7.09146066155759,6.96723228189209,6.88218656593604,6.95970261776874,6.77613310562023,6.91114409155006
gene-GWK60_C00385,5.35669176330482,5.45461201344462,4.98937399577732,5.1786390599169,5.2671777366558,5.22061337861339,5.36006397608663,5.35144013588899,5.25268548899636,5.24240256351957,4.82572378796549,4.72443520109485,4.69653546969749,4.8165517337948,4.49563810741485,4.69950729754115,4.78859255386286,4.87998587610099,4.65715057106635,4.61792361750973,4.59958911063365,4.31466916376201
gene-GWK60_C00407,5.77981368127592,5.66276193386489,5.75804963204014,5.74158753314854,5.97036141175032,5.87665723624453,5.69002463765816,5.60279717924266,5.28150788920547,5.36038311144902,4.63307716317949,4.6088079647389,4.46919843480905,4.59131586020571,4.35258907153863,4.7804805047723,5.05198228125989,4.94332410279986,5.07702324342747,4.93594843160046,5.00401253963691,4.90277488365687
gene-GWK60_C00429,4.9995484209126,4.78878654801081,4.10303245833485,4.13572803626841,4.80844999130433,4.9537648379487,4.65762249341907,4.8857024125089,4.49482806721108,4.44133995973623,4.54480855877443,4.64569390050757,4.7783058442372,4.86086525253754,5.36510700680673,5.00768372575746,5.3794139695772,5.17206493184293,5.3865359269376,5.39829752240936,5.52255711522818,5.7903091071146
gene-GWK60_C00451,5.06866024923838,4.97911416019539,4.97383017631481,4.87421476839946,4.95427976191232,4.89682298929201,5.08821357530572,5.0984952568425,5.52391442449014,5.45089425913711,5.71033450473173,5.76871168845009,5.64406632694896,5.69313048342658,5.31120518058682,5.52109136701873,5.58502552616038,5.52329380707539,5.5698382722549,5.50859991955338,5.61287325340647,5.67041226578952
gene-GWK60_C00473,9.09130853616839,9.0759065522021,9.1536777101344,9.17415882120762,8.92716729396044,8.94889342966065,9.13242366339228,9.1473182765846,9.71683017663539,9.72112915042977,9.78361331701417,9.77462411594738,9.7438572860407,9.6906075117265,9.83380034824394,9.44657289915784,9.35385662762543,9.28926649891653,9.2149207583965,9.19558305007086,9.18045945438696,9.22182452313345
gene-GWK60_C00495,7.17331041220692,7.34291390602602,7.72721648881507,7.79361161900753,7.59873829891005,7.47792735405945,8.39510487747294,8.40048870200774,8.89716825096355,8.92113876841975,9.2718472860746,9.18500507061982,9.27494575612311,9.28924527778725,8.86042051148867,8.91848102488522,8.37679594525633,8.52034198895764,8.30646993570147,8.4768589847421,8.38237968657537,8.05402842052001
gene-GWK60_C00517,7.05348192762302,7.00977136447832,7.52209578131531,7.55444564908116,7.6812262834615,7.39760014856704,8.07334785131486,7.98079599899811,8.62325530254797,8.52761437447174,9.49644140105306,9.39711363624983,9.33255463813723,9.24961449892825,9.1937988169524,9.09126642717781,8.672348217883,8.92955043192008,8.9086547121204,9.13859614214382,8.95965654299712,8.07554853017709
gene-GWK60_C00539,4.76119419887437,4.63561188405412,4.89624631811146,4.89822290823496,5.80420257050953,5.88400076978578,4.78612294311506,4.42161533392547,2.99876294806482,3.21341700410179,2.77165849770555,2.99474557328997,2.9925524650735,3.36321026503508,3.96668599942607,3.85627464021077,4.72260497962849,4.58183883330098,4.9557181956252,4.77094236116192,5.04773697785116,5.13096450534138
gene-GWK60_C00561,6.54242800603379,6.57678265752506,6.74292681262247,6.76809294760708,7.32885053018181,7.33467719598506,5.5181008141469,5.38925408346579,2.63180795833394,2.63678546233031,3.7429203783772,3.56454825952162,4.3833558233998,4.60769348006302,5.39155319214478,5.48329205653276,5.94354466730343,5.83932243728645,6.04187867715207,6.06248010064242,6.05256401937463,6.1701480473756
gene-GWK60_C00583,6.90955512992037,6.99234928832445,6.68603432665678,6.67648897706094,6.7507829745286,6.76124592163638,5.0726180725382,4.99329281383381,4.068362416637,4.0161179127594,4.65528468017266,4.67374483610532,5.17886433546811,5.13850923052862,6.06545258742096,5.88987967445086,6.27998587228737,6.18571531031841,6.42570062840366,6.48899603138321,6.610260381188,6.68516367318111
gene-GWK60_C00627,6.01619631717738,6.32377228504226,5.60134255955411,5.27570642329795,4.9295101521921,4.94034180520851,5.30938540709879,5.23866108820932,4.92301934721865,4.36711751277572,5.04704462196823,5.48096224356446,4.97968154840169,5.09183383955712,5.2229223760995,5.47063435613144,5.0919106555559,5.1073276048201,5.72633381379926,5.76966179889839,6.14241698632365,5.4179897672539
gene-GWK60_C00649,0.435546272196543,0.554529565511783,-0.343283697228534,0.419840898502624,-0.555093901940294,-0.49999505767716,-0.445295650755869,-1.29119879416656,-0.189727888345287,0.0969488387726436,0.473982323309837,-0.579682792153821,-0.117708787265862,-1.19202524401948,0.393691381687302,-0.221865785841551,-1.14107426572459,-0.915043957758785,-0.637252246444665,-0.25779724270625,-1.19569473298807,-1.16190436865527
gene-GWK60_C00671,5.98853989019815,6.20071988657391,5.19997820433776,5.01261308928346,5.25206800409704,4.93125706664877,5.50155703011519,5.56107080539471,5.57525598153413,5.65263401830429,6.16618195785163,5.99837811300771,5.46378784515627,5.50310365623709,3.9630111331237,5.11044491635232,4.35553188801269,4.38784304114939,4.60254648918717,5.01812926199191,5.11778918984588,4.6551025256003
gene-GWK60_C00693,8.01846555999979,8.22268556911663,7.88829786414953,7.84432700823128,8.10929827984874,7.94264111181494,8.30386296860787,8.27058829862889,8.29769140976113,8.16864312707286,8.31128307919531,8.25293509518056,7.52657673002182,7.72632701813237,7.70163797945424,7.68126843972512,7.54917049260634,7.65772185260793,7.81905384186198,7.98036079227003,7.97522174407338,7.67815812287796
gene-GWK60_C00715,4.71138909875223,4.65699946147382,4.52532292429946,4.54568324833585,4.45208429342619,4.56161449157118,4.74173361715384,4.54958270158281,4.79386849039768,4.83660854987275,4.82868410864781,4.7807932129617,4.8293696852834,5.02358419827544,5.01304317998051,4.94173277444707,5.1212274534971,5.12912647688862,5.33801938604596,5.29238852041801,5.54476709665298,5.41775834315562
gene-GWK60_C00737,6.31415682566219,6.3261763007766,6.15371441066509,6.12147154512598,6.33750389340005,6.39029147755986,6.29717701653856,6.38011894695548,6.17458145652524,6.06486976218106,6.00411172895733,5.97923665376934,6.02650370698694,5.89610802325291,6.17550520463482,5.84195130503293,6.10041242090273,6.06332713639091,5.96150771418893,5.89586718611206,6.07738857935316,6.06507143543586
gene-GWK60_C00759,7.43687145003979,7.48472310793059,6.59413765231713,6.56186083076702,6.63074740617876,6.6275195113719,6.10905149223875,6.18848458146527,6.06141662736006,5.96253480117764,6.18251432242607,6.16291663391064,6.00183826310634,5.90541189099528,6.02581575813728,6.22972552726585,6.26430005882325,6.29367539917656,6.15371176933797,6.23026298654846,6.14045054411695,6.03774775206576
gene-GWK60_C00781,7.71585343851305,7.71925791270728,7.48145244346271,7.4595222191094,8.16597674950589,8.13110173022825,7.27930641881536,7.26178631457977,5.824099352348,5.73465443769507,5.54858339182068,5.67467678863485,5.87747903530461,5.99656276681894,6.54921998733237,6.44373118840783,6.74237396226699,6.73137157906437,6.72004556142672,6.80913693675437,6.71416603480302,6.72968521900151
gene-GWK60_C00803,7.9298778708935,7.86766704142791,7.62394826393476,7.56526386749307,7.66705580135542,7.70801062392535,7.8913403712911,7.91966141614574,7.90426575666311,7.93253876748801,7.80899103775357,7.8033185917904,8.0619309194406,8.05298629058445,8.21944294038027,8.17799762561223,8.12908991847526,8.15845611177091,8.10187646256869,8.04520513577765,7.96314279194518,7.97674267573118
gene-GWK60_C00825,7.56982040943463,7.63688885073689,7.53097422325936,7.48728078643471,7.48471256733791,7.56502644467589,7.53925970455315,7.61820464567947,7.38803846211036,7.54540235888052,7.85642834904963,7.78965026321506,7.65428932970196,7.69241832567281,7.60265292280354,7.64061263415688,7.58557515424635,7.52615260719253,7.42292496849602,7.57980883319561,7.59029304545466,7.47765413705258
gene-GWK60_C00847,5.8813393825018,5.81322478360531,5.13391270340847,5.29397557776174,5.79380605443418,5.87518403329548,4.28868644242429,4.26319271405771,3.41762634159548,3.38734800944061,3.30647639387744,3.36286754413225,3.708931220968,3.55782968861978,4.21467735501056,3.9707290397397,4.24329445186446,4.42026190013932,4.36702432683809,4.44672804699525,4.08775316785947,4.26713589456247
gene-GWK60_C00869,7.28391579247476,7.35113836092846,7.23588980261998,7.20399809638752,7.24901445284508,7.01628298606621,7.07755532534128,7.13088060770757,6.93961046294714,6.93083280732078,7.1037508573007,7.05469753426079,6.86324591588037,6.98470441430631,6.50267287197427,6.69763498800414,6.48971517597515,6.50154719675794,6.68980713407032,6.72635351581326,6.75942882617481,6.56822471780801
gene-GWK60_C00891,7.16542812418007,7.05679245991954,7.80576997493144,7.76248536662453,7.56463647350893,7.54431947347643,8.41379216022691,8.33821331391946,8.97789766776758,8.94304461487401,9.60865859164342,9.62513411713066,9.73531848273592,9.73060082630851,9.36012351359492,9.64431810477744,9.51972947599852,9.60170398616461,9.69611901234265,9.70933166994001,9.69627503153832,9.61456052154003
gene-GWK60_C00913,5.62543723256783,5.51442254183932,5.61841104226927,5.80328203465861,6.48603898766229,6.5080841613643,5.33039525057259,5.15324517108323,4.17461755567607,3.97517288974929,4.52355454020771,4.42769882087345,4.89287791807097,4.94842055031232,5.75497924613974,5.54639498067301,5.72101930096863,5.67876959143615,5.75766237940761,5.78727012931878,5.76304638623411,5.77964983060248
gene-GWK60_C00935,7.71217392245092,7.66046546741787,7.37798209582856,7.30117439212581,7.16967868497103,7.37223721935768,8.19151231927849,8.25674249449676,8.55283871550937,8.56560579468753,8.47441518634595,8.47374133487161,8.07381313364685,8.10063001906588,7.87133011567164,7.84581467121275,7.95467428101565,7.81738590711655,7.91232161584473,7.91786114620889,8.05617373117776,8.16187873040704
gene-GWK60_C00957,7.3595694800005,7.29255756046234,7.80467214307034,7.73442087186383,6.32208346639593,6.39441113703212,7.4567035278734,7.41629101587026,8.10673824477871,8.06648635818169,8.2979176241559,8.28042573524742,8.26623058488506,8.26840132925578,7.92907617142965,7.91954636479245,7.62692634231339,7.57015761167599,7.33234894642403,7.31301233013546,7.38154043605957,7.35137774500321
gene-GWK60_C00979,1.85643522336323,1.95673525165566,1.63893178235309,1.21540350704371,2.28238672988721,2.53713509359215,4.89400261338883,4.8917950267225,5.97876509854384,6.04522255004605,6.33205540137001,6.3852019794217,6.46298983408623,6.45959822941767,6.66722279990585,6.35838510390573,6.48016099097146,6.47435831090544,6.57023977868983,6.81991722655251,7.04541702602721,6.90870033939075
gene-GWK60_C01001,4.10991493614435,4.0284591966037,4.26505374204945,4.13072604732429,4.83476796989301,4.41926377675751,3.40018783380237,3.61055617098363,2.22012786627089,2.04457389878466,2.67772381358239,2.69966561685255,3.11381858097956,2.72299884843937,3.50955264709725,3.0845204977714,3.82218685404233,3.71855792054087,3.92935423856858,4.31474707531491,4.44466636520989,4.2797986027175
