Gene,CgB41,CgB44,Cg15m1,Cg15m2,Cg30m1,Cg30m2,Cg45m1,Cg45m2,Cg1h1,Cg1h2,Cg1.5h1,Cg1.5h2,Cg2h1,Cg2h2,Cg3h1,Cg3h2,Cg4h1,Cg4h2,Cg6h1,Cg6h2,Cg8h1,Cg8h2
gene-GWK60_A01243,4.58751915778805,4.77763763626827,5.3119772288732,4.99982170640963,4.50983714865768,4.42028238508413,5.53938306825535,5.38719572112417,5.49068546316995,5.73362981847264,5.82967247031825,5.39947433886077,5.47880852335227,5.38667183307284,4.7164190438544,5.22894538857485,4.96549842294318,4.96226307946993,5.12234600725675,5.38435300563636,5.54274309320838,5.14042961640329
gene-GWK60_A01265,9.36810361219526,9.36755485106642,9.14314850988516,9.09181368946713,9.15210858020115,9.27833711786226,9.16601155812639,9.12647927510599,8.25519117485933,8.25627718384227,7.78822858541086,7.6999405730314,7.9469467579808,7.96101170670848,8.62824561755174,8.30002890511547,8.51380845111129,8.57215624776801,8.56816809456379,8.61921197504423,8.52970393888315,8.63645858318382
gene-GWK60_A01287,6.60874283469438,6.59721071945741,6.49870468405722,6.51216535864324,6.48603898766229,6.45664334627412,6.69435754003736,6.79677698110058,6.62888011224849,6.71466134618199,6.15873540759546,6.17277855477209,5.85446096341151,5.88942145695554,5.98850743905266,5.78258061060342,5.79993414693891,5.82853293164434,5.69193054361853,5.63117871753563,5.6351232938783,5.74719116149118
gene-GWK60_A01309,7.59386938402663,7.67495296381132,7.32893494057057,7.50546679747715,7.43635806079649,7.20874631114315,7.33405869358292,7.34965761574803,7.36914074997729,7.38418669004649,7.68022173514563,7.69065499709976,7.20608761789647,7.36452276159802,6.37055760426109,7.20260678407567,7.61315236315836,7.62411435065475,7.80146578612701,7.90779091056882,7.91378428469549,7.94171245214965
gene-GWK60_A01353,9.79854538704146,9.6969304216549,9.26589129051447,9.31917598252889,9.79053096460442,9.92160732843797,8.95514388108817,8.82054628188068,5.48318856667557,5.4396509386479,2.87390360119691,2.76072168755573,2.90564777386978,2.63625132713275,3.29237616325942,3.59039696477351,4.82678330407578,5.10273627941705,5.98913644703271,5.87396452607924,5.96151657758006,6.137821857176
gene-GWK60_A01375,11.0119662285829,10.7695147363076,10.5957038933171,10.8118419588189,11.2922202818424,11.2968398082466,10.5452553406179,10.5636976944777,8.59889117082713,8.56711344855577,4.58074976352949,4.68953241820403,4.73485230746423,4.63671267769727,5.74054541380842,5.50728025982516,6.74901807860588,6.76050310534311,7.60656487810791,7.45670361784939,7.63914845696636,7.68369590092503
gene-GWK60_A01397,0.0393391828607349,0.0504149106852681,1.74040464381721,1.58436017182528,1.65319000561767,1.54888497427605,1.83022892327958,1.7485273263995,2.05187864299418,2.3469823205132,3.07676657137896,3.19605311920169,3.66991023888274,3.28390035458301,4.11450823777725,3.63462799662589,3.83223444163127,3.6654536116222,3.95032965513208,3.57755384941536,4.22527428316741,4.22584654653443
gene-GWK60_A01419,2.67502775028994,3.02701593405524,5.07685296031285,5.12369604823918,4.51129916991205,4.73081003731051,4.91664123725455,4.88863899672649,5.60216282719917,5.50942216958771,6.03391667316012,6.14155416968611,6.45822640765835,6.28932940110791,6.8048294639599,6.29319127369177,6.61939361744477,6.39320897622864,6.67287027285909,6.54897306645585,6.82790513422757,7.07993079373643
gene-GWK60_A01441,6.55078186721316,6.59721071945741,7.57501353267532,7.71131665884583,7.67799956537579,7.34002687422045,7.26467477556486,7.21341911475952,6.57557048067224,6.46307051230414,6.44322112706721,6.42935628090804,6.1199471468756,6.39878411648665,5.14105197221687,6.32727981513108,6.21715431527695,6.28587719906308,6.51005845666301,6.69587721332873,6.80543890149159,6.62657713156346
gene-GWK60_A01463,5.11896654848043,5.02370241563094,6.06846967709225,5.99359163291087,5.74375876135259,5.70319245388061,6.78190360773075,6.8045720500889,7.90658044187263,7.85072319996534,8.45439671289034,8.43592566266492,8.52886308781294,8.50405261400308,8.17915280292648,8.23357828110165,8.32659252191375,8.29874665279622,8.53157875048241,8.53404771102676,9.05379921649156,8.89163251970293
gene-GWK60_A01485,7.78833312707358,7.76880650635635,7.96460132396356,7.9851261314511,7.41810117193882,7.48470705855182,8.01188714936785,8.01344845148539,8.2074885892402,8.17781321837039,8.06901385824341,8.09911619368611,8.06538058358882,7.98220748071605,8.0639379074568,7.99217353085346,8.08984576032015,7.99708151047973,8.07848820296472,8.10489587082473,8.15611550943771,8.18999122344871
gene-GWK60_A01507,5.60151098945756,5.39857687341854,5.26315037148707,5.20052626313782,5.04724339810205,4.88515987205518,5.55223725675982,5.55738473965319,6.06832493673361,6.09742950199204,6.26670976297408,6.42464747375411,6.49682994579928,6.61268636729303,6.32640413752673,6.40062225123757,6.91124905394746,6.40671927901814,6.56956210946594,6.38346086587362,6.66353884252012,6.73531731620297
gene-GWK60_A01529,7.20514795491881,7.19479959092092,10.0232986744644,10.1443779852665,8.72861011091466,8.54088765767559,8.29545814024702,8.28404211479514,9.74577400978298,9.64230361053008,10.2895730080104,10.2475924407553,10.1391435484884,10.3339232813009,9.02054524461324,9.91094023549732,9.20956047909182,9.49846894106038,9.70647231875118,9.9338495697066,9.97586167508589,9.66641158575999
gene-GWK60_A01551,8.60835185859002,8.56216514411154,8.98737493844399,9.05891062683639,8.5716357084425,8.60938656200769,8.89918102330364,8.81823790270504,8.94167596755098,8.89668910574066,8.67645216940556,8.6613012700167,8.77836147239258,8.79753247618451,8.78522876753317,8.71164933103995,8.80165859693862,8.76066188102228,8.54508559619315,8.52704741991841,8.32948141759083,8.41271508984088
gene-GWK60_A01573,5.28639626976265,5.21128380780488,5.06955916045982,5.11347764872312,5.44664451235939,5.43576462865643,6.10686568321247,6.18967562803305,6.57168619857058,6.54754165769754,6.3171496997284,6.274415933907,5.97274127772276,6.01752702853565,5.28906316031996,5.42361864815569,5.18730071985712,5.23213996148353,5.11095250194665,5.06721226627893,4.92284946199817,5.06226297593398
gene-GWK60_A01595,10.5279150313478,10.5759615709312,10.4263313930634,10.2424399936801,9.13735334518932,9.03898154640381,10.02474020686,9.92249835075745,9.07278665091429,8.98634800577975,9.5964034314841,9.57462041220037,9.86880930558511,9.94208267926655,9.67593313946589,9.63380082556428,9.75800490416135,9.38476576934236,9.44944216129736,9.34762431799906,9.62630042560335,9.76851961527673
gene-GWK60_A01617,7.61000265964199,7.67101623451857,7.10407079606036,7.02144213360061,7.10747568368716,7.059134007983,6.80568233837275,6.7604623977763,6.36399885747012,6.34740605983523,7.30681761348706,7.26756182993268,7.69096805070815,7.7224011962226,7.83588577075781,7.89967083874199,8.20509131730969,8.21473129393874,9.05868691261587,9.37618530686296,9.80357237908866,9.77929474769839
