Gene,KlB41,KlB42,Kl15m3,Kl15m4,Kl30m3,Kl30m4,Kl45m3,Kl45m4,Kl1h3,Kl1h4,Kl1.5h3,Kl1.5h4,Kl2h4,Kl2.5h1,Kl2.5h2,Kl3h3,Kl3h4,Kl3.5h3,Kl3.5h4,Kl4h3,Kl4h4,Kl6h3,Kl6h4,Kl8h3,Kl8h4
gene-KLLA0_A00132g,2.18928976616984,2.22730121697021,1.96683198886244,1.90043859095359,0.366326360830235,1.64163969403389,1.65311216818881,2.3691203014228,3.06664265390824,3.45672547809005,4.24052367978048,4.36145593001052,5.28585948452422,5.36137925696641,5.56982440767755,5.58616952878598,5.7813837242579,5.72182006932783,5.73309701577574,5.79539717577354,5.81373285890932,5.66894492454203,5.30630582424062,5.13225802973664,5.11713950057343
gene-KLLA0_A00143g,-0.109437426090181,-0.604155961202328,-1.30258214824108,-0.612346849099233,-0.919956140406343,-2.84618709741353,-2.51810396495313,-0.643166933494341,-2.84618709741353,-1.05946060006289,1.67754810431847,0.885472241659967,0.776801968253635,-0.374088661311679,-2.84618709741353,0.952502538313021,1.30687642756621,0.854821726912876,1.70020226377028,-2.84618709741353,-0.20651434414009,0.112268067111705,0.00163807921661161,-0.0719323772168191,-0.939032493976812
gene-KLLA0_A00154g,6.59833157492418,6.63224134845822,6.50227078517833,6.53613334107429,2.51602817689044,2.59280465503036,2.07912572530003,2.99947346077466,6.72401637127886,6.71257987715502,9.26707367913006,9.31661678069248,9.43014349390023,8.91043007107011,8.79671833682199,9.23386997908688,9.18929211233119,9.05338608611228,8.96297111226107,8.85905043718943,8.70012210646193,8.16081149710997,8.08907241771668,7.41715311839747,7.4329934404289
gene-KLLA0_A00176g,1.76083309609901,2.50473050454467,2.11817989344798,1.45860284424226,5.93378011142712,5.80127033420265,9.40106832329535,9.47066647573532,10.9202739304505,10.710460000461,10.913161407409,10.9129336624901,11.0755411959584,11.2165705557908,11.1957206080479,11.3737748924959,11.4573325526149,11.4328296271967,11.3198279575129,11.433566113617,11.4236424545147,11.8174727485527,11.776394947943,11.6546928357742,11.9368746847224
gene-KLLA0_A00198g,4.64701322510473,4.79160688944047,3.23512193243769,3.54779393831163,3.60104138778216,3.45166070762755,3.97195808036236,4.1688990240399,4.48629751342077,4.69112689530307,4.761618532665,4.76636604087759,4.89711790084999,4.90177740061774,4.98089849482665,5.09022033169454,5.17121451848985,5.15326003504814,5.15910827720883,5.29176587767115,5.29419891518115,5.60540529576144,5.70783210777727,5.91694687031723,5.84271376208601
gene-KLLA0_A00220g,7.44196768683254,7.36794840537883,6.40770265776315,6.57138915561474,3.02891873597293,2.43626987313205,4.38379572779399,4.92106809981002,7.44215112632994,7.47248731774683,8.05030723089897,7.97681585474998,7.90676685045735,8.01515352479479,7.89875098013449,8.03521717183932,7.97180318133968,7.97949683773292,7.90149160673265,7.92273523061456,7.90367466729985,7.854901905717,7.96946108015654,7.90731440937593,7.85565965318627
gene-KLLA0_A00242g,6.78639775995557,6.8511360801733,8.19103552279565,8.25779430712292,5.84663725653082,6.29257296667187,6.07148565203708,5.67123411197779,4.41318467688353,4.29897742829997,5.34541886461129,5.34540053516732,6.02405534545441,5.74201973619981,5.77937119923778,6.08727257621608,5.91920206668587,6.1479408300406,6.11668087051735,6.08764223124241,6.08200624156056,5.42396142578093,5.45096144551071,5.03097921992546,4.89956544006554
gene-KLLA0_A00264g,8.63314197991331,8.68114176070493,8.40052306652697,8.49947853371954,7.08231944212947,6.98041384092619,7.18077273722734,7.82472798180342,8.39196233578549,8.59389552094005,8.96012334731243,8.92350806487965,9.11135873581674,9.20365074801112,9.2135319835604,9.38417933776395,9.3067060654996,9.37676514903242,9.39614883143781,9.43290279930028,9.44539062078441,9.27933931765634,9.3926819608867,9.50307838869936,9.26483283978572
gene-KLLA0_A00286g,7.44058425036807,7.49889144127626,7.50111454025018,7.39930257340482,6.87104907461662,6.86304330227825,7.21427727366031,7.14304227390887,7.56302675874059,7.61074824081497,7.777139763055,7.77459140449313,7.42882438300674,7.39135705303911,7.44263466406558,7.44872261247145,7.4282779588836,7.48953472120896,7.5692001981978,7.41193162416859,7.38538502838792,7.46459064205086,7.30996688409418,6.88086937292252,7.04278894569237
gene-KLLA0_A00352g,6.52045663452878,6.58162122084333,6.27514273464653,6.36504533302774,7.02134374066471,7.18483751844878,7.54240750990546,7.81968374845367,8.17753137374974,8.08071793904996,8.39534980458612,8.41767048119258,8.15417661917566,7.82061810714055,7.70197567171238,7.69551050934755,7.6895654918817,7.43372555345402,7.37557677753546,7.30222639017048,7.20598807377202,6.78461428806957,6.97672933003501,6.63123502959244,6.48620889114497
gene-KLLA0_A00374g,8.82640504052082,9.00788449719303,8.53735696735809,8.56128933183473,9.53327796257696,9.79982211870737,10.0009083308025,10.1157424243807,10.6280341509069,10.5118951632876,10.6732833050736,10.7091364031521,10.321150383422,9.80811905444865,9.72029092753541,9.61220586732081,9.61556106514541,9.24580962052333,9.24516841299756,9.11375587630443,9.04555012415469,8.69111147180615,8.74522993247811,8.34473362427422,8.38404302370003
gene-KLLA0_A00396g,6.59696487302286,6.52390800389852,5.92402841100862,5.85128205352796,5.21482187929139,5.41501547371065,6.18144919755253,6.27631637243521,6.75329689997429,6.79277904111167,6.54619198646515,6.57092318732638,6.2717330820106,6.20603060955064,6.20249057082131,6.24008785969386,6.12334043449147,6.24695448982944,6.25504482875794,6.18099778458131,6.26704228107084,6.22758241522321,6.07270274575754,6.19630690149808,6.24923954468995
gene-KLLA0_A00418g,9.93997256761733,10.1124208629286,8.22469377369183,8.28218465761054,7.35502546243579,7.36832041470802,7.83401527825351,7.74004529025863,8.41503227401872,8.47454969281545,8.53460262108158,8.49432311305534,8.39636844024986,8.42958527866997,8.49301556662657,8.53190881530525,8.51100338869234,8.40962010609644,8.50222804586363,8.47434589868863,8.52352010374751,8.19190574483987,8.19893303710308,7.91880025976756,8.00920337128832
gene-KLLA0_A00440g,6.08327965752831,6.0843312091338,5.02190519256218,5.05810775758232,5.78070943638087,5.83175239735162,5.97705101698283,6.14804276480039,6.16761834093663,5.9768608387173,5.6201948536948,5.43950349761699,5.10725616410235,5.26523130562224,5.2862724501689,5.4569336307803,5.39636905376122,5.63386589032186,5.48530736901753,5.5851081281809,5.59453931271626,5.52656586928073,5.59829712850465,5.50459371191037,5.41273775981441
gene-KLLA0_A00462g,5.5890805790623,5.50631358654248,4.69535191822856,4.71840706210966,3.40280961933273,3.28542506402979,4.71164214458464,5.06442821960071,5.85131662947367,5.82866582692241,5.78702719024317,5.73643220683949,5.60954501096814,5.6664348340904,5.7717572523148,5.61209563407362,5.79352290686914,5.55499679334113,5.71081710612499,5.58315495350522,5.47485159633656,5.42878703324793,5.4461057263671,5.2699187676522,5.33966658907112
gene-KLLA0_A00484g,7.736723201948,7.75062884541193,6.16785866287779,6.05104386664601,4.29458700889303,4.63254133716188,5.58084398639978,5.6359575077338,6.28496950028244,6.21292289201145,6.9297008106865,6.81950744040396,6.98212981206887,7.01427356083488,7.10441997574941,6.98570625076262,7.04148537687282,7.07995525240314,6.98673935057484,7.02560939849102,7.01591167237898,7.05110578867209,7.21515902661962,7.29912271468404,7.31885517543611
gene-KLLA0_A00506g,3.82155943747834,3.99825243738265,4.30765459446071,4.48017472921052,2.11943961544946,1.75322438196051,1.43066621283881,1.42696115744866,2.72244135293663,2.83365311415697,3.39333977297239,3.29208990542075,3.55014951188555,3.68239148137656,3.32781241486251,3.58828362551397,3.6379846930177,3.51638587434637,3.65790080248909,3.70027625184886,3.68682771158034,3.59428178262816,3.67017724612825,3.49256828090643,3.71641151646553
gene-KLLA0_A00528g,8.66103017542299,8.44473539226648,7.88668775596834,7.80485309640402,7.84342427724444,7.8301868772136,7.92198098775959,7.89781681656237,7.87125196249912,7.92653464132801,7.87882514908148,7.9420242939627,7.93857257562947,7.88871965300872,8.0409369331065,7.95757604377854,7.96614813144189,8.03563102103581,8.04193195372327,8.02627761641891,8.0440350656422,8.31169082592817,8.2968026243752,8.35409971308155,8.60304189875451
gene-KLLA0_A00539g,1.9899558606354,2.59301904166769,2.11817989344798,2.14595936702631,3.10924884131553,2.97800676758815,3.17253789844788,3.0405199990363,2.87543939924819,2.92254158552067,3.09119355097361,3.0177322703513,2.84423334661342,2.68142437729157,2.83790928917936,3.03564311637661,2.77555901801129,2.82397716706359,2.4565470010449,2.91513784729641,2.8734823346674,3.12060595626155,3.01361513937557,2.77023836779174,2.49104243153705
gene-KLLA0_A00550g,6.01613749945034,6.15614566906773,4.09653397614428,4.07213261747535,3.9009743820357,3.82506892516212,5.20102050698393,5.44243091471647,6.76477124849562,6.78940657981186,6.91395157884616,6.94322239158006,7.03597493485574,7.01921723611997,7.18401989108917,7.14137526530744,7.1247632355227,7.04279536604253,7.05524091500006,7.12023982605804,7.00107267208154,7.04954013791362,7.16531149193683,7.01534313842732,6.9981589699761
gene-KLLA0_A00572g,6.25838281341158,6.21742899183437,6.34435320306941,6.28109448067933,6.47597591890998,6.36730634398304,6.28887271029088,6.28772652619916,6.39981080218639,6.28773206407903,6.44632310822136,6.45768278531807,6.50258020973379,6.47509235818325,6.51449481402582,6.53894276856692,6.48033040867012,6.51362846551736,6.50801531284879,6.51292771486431,6.48076697426523,6.60441011477635,6.41923656897342,6.46612927930091,6.58532171736326
gene-KLLA0_A00594g,8.47218452417829,8.41015514917281,8.17885004079973,8.15871325003248,8.57553968186912,8.53252601452006,8.65624736597167,8.6230560976553,8.55590666365752,8.62284298000563,8.1406653281527,8.22160538117696,7.9373774848702,7.65186371513046,7.74782252030852,7.449680132938,7.66752860316694,7.55320903489443,7.60488094517658,7.4859283215663,7.4730013442255,7.51367776181961,7.4106056749211,7.26477269406377,7.40323666353901
gene-KLLA0_A00616g,9.93322535394458,10.2105097294131,10.2651009248882,10.4542460967162,11.2792467128229,11.3377796592804,11.0273644924196,11.0090516256916,10.2398068358538,10.1273393490686,7.93495977828606,7.86417342170906,6.28557435876176,5.9698371657457,5.8748607407289,6.31240512841641,6.23484760025232,6.30639591996448,6.28834338279723,6.55538852120161,6.44570846544645,6.74162922723041,7.0000309977064,7.10336574681778,6.82563981250708
gene-KLLA0_A00638g,6.78748644773939,6.60801498604831,6.95131881979576,6.8472098945976,7.06899025835895,7.0533628478885,6.92323015297474,6.79109490876522,6.48453387919293,6.57307173828604,6.42054666569813,6.3885850417938,6.45103242408098,6.37340695175688,6.39567994933171,6.31975566512226,6.32721073130932,6.45825749721458,6.39459465025309,6.32118247519104,6.3146831182472,6.54564676216423,6.37903904395796,6.4278331852869,6.68790770696449
gene-KLLA0_A00660g,6.54125880549842,6.37941356102705,4.49686302825451,4.41864118829779,3.50532755313859,3.52810697879777,4.52399240797247,4.709507803223,6.0758469596956,6.11124116546893,7.27615189546609,7.35498022848754,7.78655637287803,7.74554044206624,7.7922364841261,7.83893916132999,7.86201167803835,7.76319390588709,7.88888319906882,7.87763068385371,7.8082636783592,7.86784122719787,7.73811732406726,7.91603617395782,8.01845559685271
gene-KLLA0_A00682g,9.4776466784539,9.56316157301365,9.92752048810599,9.93588228388879,10.5960597295109,10.6399423094281,10.2926048022745,10.247940170483,9.73363904754828,9.76964213172437,9.13974572771761,9.15858001342145,8.80012335136176,8.55835934034761,8.62168016709289,8.50245057957655,8.46853963602012,8.40413631811145,8.43009147331053,8.43319303877171,8.43296662637123,8.41222076302958,8.26774268679112,8.17213038110305,8.29723702274972
gene-KLLA0_A00715g,6.12004182847517,6.0843312091338,5.92214316044073,5.90387487294289,6.31026022554818,6.34181464711541,6.32520987184584,6.18512383626932,6.15272279787764,6.22295777427764,5.88900839528114,5.81544432143654,5.58329504737461,5.37197171514173,5.51326713946945,5.49453541888719,5.30594362718645,5.4040958461916,5.5347057428826,5.41326444540204,5.27318074442798,5.42878703324793,5.595376214617,5.59031125889241,5.49865265083874
gene-KLLA0_A00737g,7.57968057096017,7.42473271348302,7.72956027423405,7.73966997494983,8.36433562493289,8.33122191879707,8.17299863543074,8.01474233373927,7.84523786637506,7.832584475493,7.56318111411109,7.52713114193062,7.57708902223655,7.31581568966181,7.45219322761834,7.35626432493546,7.34019294452963,7.32682074481939,7.29458992477847,7.24778182992157,7.22860988767952,7.17403064619737,7.02311444904773,6.97113582843639,7.09619824006441
gene-KLLA0_A00759g,5.64540772948524,5.69665108259941,6.04849853865724,6.09694309381507,6.10027247901737,6.05117632007655,5.835305384898,5.85558450258536,5.57972614970429,5.40822337688127,5.66479215151836,5.6091557998707,5.93584677066158,6.00343334672485,5.93062912837862,6.0498755205235,5.96624125127563,5.91220976032473,5.98070154729055,6.09314271794949,5.846166912648,6.15517936754273,6.06849613948897,6.01320279453084,6.01189399252691
gene-KLLA0_A00781g,5.78712599061673,5.82595388973027,5.39790626529603,5.41394310994718,5.38313711419596,5.41213661768112,5.57870176668372,5.86866864622705,6.40296134286042,6.33591848351122,6.37908673819087,6.42190174441493,6.47648810467147,6.57902100607753,6.41536023334234,6.43544251566758,6.30087683065599,6.40067626584965,6.3302469650749,6.31177719947841,6.30320764285598,6.20103157472202,6.26418717707605,5.99385947225764,5.96554679356129
gene-KLLA0_A00803g,5.64780754683736,5.70686290945942,6.36392961713198,6.18642739371459,6.62230267539577,6.53811709793299,6.28098881065058,6.26481525683719,5.3937635535031,5.43652741929043,5.21153549760235,5.34540053516732,5.7649347658048,5.73002857647187,5.83887803609134,5.71283984387307,5.87907868372699,5.79258899408088,5.75118209783094,5.65557727655262,5.64086040813615,5.75891361290118,5.41165023807622,5.50879307931206,5.66921464105714
gene-KLLA0_A00825g,4.62769126722429,4.57679864793407,4.85407089163808,5.20748846451122,5.34217084344504,5.62352217365549,5.09709284722756,4.98254162064469,4.08212394631857,4.0398734479387,4.28382296225561,4.09064008158982,4.48650357631185,4.68701590538545,4.68508540208534,4.8415548509171,4.72351466360717,4.56862577342528,4.72075359219853,4.65583969213941,4.82739111713628,4.59026604732185,4.91979194956019,4.5131926724858,4.61428540827254
gene-KLLA0_A00847g,5.02478407238581,4.91300995504153,5.19114391054247,5.2398701402456,5.05836904002054,4.85236260299399,4.95237461565833,5.22226423042498,5.18267947118909,5.19792761900468,5.51971773739361,5.52375624289855,5.43537547234028,5.45201922265974,5.24287365871879,5.32539843598095,5.36765827126055,5.40200123018513,5.43663470304331,5.25542068597498,5.21312799142947,4.92682212869262,4.98150006224496,4.57056358867962,4.33325013400014
gene-KLLA0_A00869g,6.94798905754922,6.88120494471127,7.59665261115392,7.64880207350298,7.92254287574789,7.98979226713593,7.62725061225649,7.53852252326732,7.11013945636951,7.19573441990499,6.77846049882076,6.88627568771308,6.7118219080733,6.60332642242212,6.65769763378285,6.42184489327766,6.47023775468975,6.42666653613653,6.39026618233529,6.39094997197146,6.40334190282345,6.31358384457508,6.24939812399437,6.18048109599348,6.11236236127078
gene-KLLA0_A00891g,4.92937557284826,4.89882709428405,4.52197551137702,4.57347529423227,4.64758058171275,4.94291177620596,5.05456448219173,5.01035679006274,5.14303296920923,4.95768185043955,5.16498269138301,5.10128727435661,5.10157685546884,5.21736078091659,5.15780518952106,5.20581129397383,5.29581960169466,5.33770544238267,5.26605101331531,5.21814873605877,5.35325906431268,5.37479624937392,5.47181606589223,5.55622718240326,5.57202436367332
gene-KLLA0_A00913g,4.14064673447612,4.35060566990795,4.26664185258289,4.33451112789615,4.24698088794061,4.16995570576776,4.70380049938107,4.80334978584408,5.00885687944633,4.93954015962278,4.93115624852746,5.02528378676561,4.99838929915557,4.99491275469096,4.90983608526767,4.92929266529583,5.01952238372688,4.99550712548755,4.88212883118735,5.00418147178759,4.90839178425858,4.98367674224583,5.0704310788464,4.98650312514607,5.05428345739003
gene-KLLA0_A00935g,5.78057986745391,5.70889662951131,6.66606902284324,6.50196566029246,7.26584656646444,7.33526813863788,6.39007092181803,6.26481525683719,4.98662950198693,5.00497315171169,4.96551666118036,5.02817130645925,5.41948544250184,5.59551106630962,5.56263904894721,5.58097197342119,5.47249880819324,5.57372694332257,5.68812534343473,5.49032451846283,5.55638090575185,5.79299757914361,5.72263133884862,5.91219908470248,5.86181876236533
gene-KLLA0_A00957g,8.97833745433235,8.93764886265614,9.47559102793423,9.45793015857062,9.80116270503021,9.88573225843694,9.29610972219232,9.05331530966981,8.52129231513117,8.55594473900753,8.6022252936207,8.65776223617918,8.82273708786771,8.82886755978516,8.85710110571368,8.85589704261612,8.91361105738769,8.84019488321965,8.87299551121852,8.8720139139351,8.83237418003612,8.9372303730846,8.78775190469308,8.90888393063879,9.01041999514839
gene-KLLA0_A00979g,6.49668996573383,6.500587290516,5.79399521426656,5.84895133712031,6.23616911007804,6.11806886238194,6.46156870749979,6.57262610645247,6.4443240662297,6.47781300615481,5.92786450286117,5.88558438787002,5.73406617739935,5.60429398001823,5.5336693721839,5.75217858564105,5.5869366383514,5.78778408295049,5.91114984379918,5.87580623673341,5.91563675827352,5.90285935970545,5.89762802499568,5.9651135974084,5.85547849848879
gene-KLLA0_A01001g,9.39809450777903,9.49275740165434,8.94662897803943,8.9520558108258,8.5391505459585,8.6311416022796,8.89016811297733,8.7651653310035,9.47585566157674,9.51299344802197,9.61298284727966,9.70576620260581,9.15210839123016,8.69494083581056,8.71867364593486,8.4697847319193,8.48784483038875,8.31816503498565,8.31564655988753,8.28095322354996,8.2876815121137,7.89381316652655,7.86540298233169,7.52945099371548,7.45814358096145
gene-KLLA0_A01023g,6.34226909222951,6.29528959089943,6.61096055254123,6.46430997570381,6.65853336514481,6.58871425886,6.6940623920774,6.75043923427729,6.80660868332734,6.84569306078065,6.71221537172971,6.78578096588724,6.71829182576764,6.43871640626452,6.58678790781693,6.49230866613916,6.59829741641182,6.54243984669461,6.55665510439824,6.45215784970042,6.43943225334421,6.49478003242068,6.28880498946246,6.19358347400163,6.43928551282104
gene-KLLA0_A01045g,6.37595214474565,6.36529941076256,6.28837513771693,6.42260140712414,6.64718152986778,6.80387002680861,6.37410166213698,6.37894913059048,6.1224622368385,5.88188709138298,5.73020471760989,5.80032214657928,6.11142513762448,6.21035271837201,6.2890432791486,6.25001547434131,6.2558898086924,6.15790540637082,6.18162561826948,6.3200101634439,6.25398833123044,6.29123506056828,6.26418717707605,6.28088506225594,6.43078142131278
gene-KLLA0_A01067g,5.664495415577,5.58070568388866,5.44067541159468,5.49070157793395,5.42558913545253,5.66522607405498,5.14420946886363,5.56270609022342,6.10322191372038,5.99014203775931,6.50122629974793,6.40200419060008,6.52396885360146,6.69664920273977,6.59003862791929,6.6638438272456,6.49367838080722,6.65665380619196,6.57476157492528,6.67575119993515,6.5811034586139,6.48090711954949,6.68201789232801,6.51704940912025,6.35077441433685
gene-KLLA0_A01089g,3.88802848846723,4.26473351848841,3.05415090622846,3.24156518925757,3.89343225446459,3.70788438764078,4.09007766208348,4.21743678297999,4.20754125245718,4.30371303460577,4.33202597265097,4.30580743321031,4.70823985703747,5.04416933545454,4.99731442127356,5.0951241437816,5.07385500568174,5.05003068276473,5.08839962452866,5.23566220809081,5.14790010997271,5.34702375586553,5.27411989004734,5.44228793733435,5.23365635441255
gene-KLLA0_A01111g,5.24047746352538,5.22297168465349,5.67365684927959,5.52905830223957,5.51677138761794,5.59079717927273,5.35915000494169,5.42186603327218,5.50936095383411,5.49359607683768,5.52893787099771,5.63021374290412,5.63335719064027,5.46895292658998,5.41648868374955,5.32956568140594,5.47698612383229,5.2495936689687,5.38626244520057,5.20296609300621,5.16828964329434,4.83528863543045,5.22015244599512,4.94681596009809,4.86526452082602
gene-KLLA0_A01133g,5.52264039543373,5.60571090550556,5.66691793595939,5.73240310418562,6.40480400986881,6.3387857943668,6.0515428886379,5.86432043649725,5.74111663020906,5.68542525365456,5.48223640666049,5.54608844242261,5.66065025430526,5.73203403714647,5.77366450953853,5.6740379068089,5.68522480569313,5.59588678862363,5.51608620623138,5.52533105173517,5.55638090575185,5.31349720316,5.28322395293837,5.01335297379777,5.12187806017871
gene-KLLA0_A01155g,7.7248382428498,7.72221652003498,7.295853575324,7.15234420233502,7.75682578730474,7.75094472757725,7.95208213850469,8.05246357965199,8.32931184796432,8.36666796663938,8.1137258785252,8.17090195238105,8.01382586942713,7.82061810714055,7.88470117090449,7.81921056037371,7.8870951849774,7.88891979826603,7.91975735740508,7.93580480737903,7.88378146915949,8.0763378544985,7.93723723931747,8.07245526231119,8.15088158298114
gene-KLLA0_A01177g,7.71857349245447,7.81340897340494,7.57196222861717,7.65948137445043,8.07284115286481,8.08143358532,7.92872461760773,7.9860121255477,8.35231108302708,8.35159724792941,8.26932878635801,8.23635047622712,8.17122167486753,7.91146161580799,8.01738659807783,7.86191534245261,7.90343956606818,7.88292458438573,7.87525078183177,7.80155565194443,7.80297714640218,7.67214284151007,7.57938372584982,7.50600982268401,7.57851391694458
gene-KLLA0_A01199g,10.5304862410455,10.4878078511114,10.7170835192871,10.6946657482736,12.3616733563468,12.4105440751146,12.4655698809789,12.2867702658125,11.4743969249488,11.3996998565253,9.94115944449894,9.94924104308546,9.99660557330119,10.1546964583665,10.1449099106792,10.1375393803338,10.1755920491363,10.2376591342113,10.2308888304931,10.2502466206301,10.1854042655577,10.1295658276948,9.92233739634959,9.78839049896856,9.91541584360071
gene-KLLA0_A01221g,7.11166142868934,7.13221380494353,5.74150899788574,5.47869136613503,5.21482187929139,5.06156624573372,6.18003680961486,6.44449807050083,7.62908946385176,7.6614377512689,7.89362265173638,7.95080115812215,8.01308979283735,7.90569860090725,7.94094656262514,7.93279443034311,7.93639795182548,7.92072405720132,7.97064488051558,7.92041649374535,7.95040171998539,7.90554445996842,7.8529426386954,7.86453607876522,7.86199912273222
gene-KLLA0_A01287g,4.06365443532156,4.16159388070422,3.69867648830684,3.86629613630177,3.85511859862927,4.02673854515315,3.76144141952912,3.86376510631219,4.64373224826204,4.18553396909487,4.44835742088704,4.48041464552063,4.30072368412297,4.41475832159396,4.01006827340035,4.24692734191768,4.05300055789014,4.02646679006149,3.89972983335396,3.98105246196351,3.96251729028512,3.73339824957229,4.2255246874943,3.44076087923196,3.62990228782043
gene-KLLA0_A01297g,4.12005301107309,4.23681535497057,4.39723827091362,4.44357042098352,4.88286248652364,4.93089375480466,4.78408599592003,4.57228624837418,4.37090611589622,3.90924980230092,4.01521283253503,3.9145774072982,3.59175076580184,3.7472851209253,3.60989076488445,3.93312614472492,3.93401810161887,3.92508995097837,3.89972983335396,4.03348996211902,3.84713982896366,3.98345892753433,3.92872728108148,4.00178414845581,4.03528380826547
gene-KLLA0_A01309g,1.25639253719225,1.44250460625278,1.82723125121552,1.4088364783356,2.11943961544946,2.48091472943101,1.35257531002359,1.47338143000513,1.59981816141463,1.18574406815382,2.06469899341294,1.92325379740216,2.28658286170857,2.36729392809986,2.5120530074645,2.92982466118116,2.77555901801129,2.989356237213,2.51397793151201,2.95193040099459,3.00396543415347,3.8816107923994,4.04889583889434,3.91584810604264,3.84358506616259
