gene_id,yH1053.Scer.noPi.0m.rep1,yH1053.Scer.noPi.0m.rep2,yH1053.Scer.noPi.15m.rep1,yH1053.Scer.noPi.15m.rep2,yH1053.Scer.noPi.30m.rep1,yH1053.Scer.noPi.30m.rep2,yH1053.Scer.noPi.45m.rep1,yH1053.Scer.noPi.45m.rep2,yH1053.Scer.noPi.60m.rep1,yH1053.Scer.noPi.60m.rep2,yH1053.Scer.noPi.90m.rep1,yH1053.Scer.noPi.90m.rep2,yH1053.Scer.noPi.120m.rep1,yH1053.Scer.noPi.120m.rep2,yH1053.Scer.noPi.180m.rep1,yH1053.Scer.noPi.180m.rep2,yH1053.Scer.noPi.240m.rep1,yH1053.Scer.noPi.240m.rep2,yH1053.Scer.noPi.360m.rep1,yH1053.Scer.noPi.360m.rep2,yH1053.Scer.noPi.480m.rep1,yH1053.Scer.noPi.480m.rep2,yH1053.Scer.mock.30m.rep1,yH1053.Scer.mock.30m.rep2,yH1053.Scer.mock.60m.rep1,yH1053.Scer.mock.60m.rep2
YGR283C,5.313141632124079,5.161879321817439,4.187378873778306,4.1700555067593505,3.5603012514521932,3.3481471218099292,3.7985329879068224,3.572314922933578,4.490197990900895,4.287635512479179,4.860814927718073,4.596097420115677,4.740687735537715,4.812997354184307,4.879417458397036,4.9167071931220345,3.9900635837908367,4.205348878697894,3.8984829955202627,3.8704418445535755,3.7714959695174795,3.4692130675026362,5.160153866114409,5.280699459747872,5.585231787330793,5.552763696650775
YGR284C,7.3776786237246235,7.663250628757721,7.255854202175713,7.680815561260475,7.814630923081551,7.768179632099465,7.792306153573228,7.817329629104795,7.920241320567812,7.921574338757035,7.337387681225611,7.90332954808396,7.731213069652798,7.676044809196828,7.712427227255965,7.69617041065225,7.794024821573353,7.771813083383508,7.883474659124318,7.945544499082551,7.8715852982734935,7.4529744265401705,7.783513213852985,7.934239100616013,7.468771061092926,7.480898967551246
YGR285C,9.816839682659108,9.858990952892363,10.220891681999943,9.466077347098368,8.436863318517936,8.61119672401569,8.746301150187769,8.866390948302486,8.609304504087559,8.980445602299127,9.587458627674867,9.304644722698423,9.129569261368887,9.40343218383837,8.776622513413933,9.07223806791774,8.673574087715833,8.689790106085425,7.833969046315843,7.934538618283112,7.021548268034424,7.578884938050193,9.548163384164553,9.422265505196611,9.683801199977255,9.748648771613848
YGR286C,8.85052426631981,8.780070721323966,8.142224361588987,7.54388381290177,6.925554221887445,6.541740065494402,5.8695395849183445,5.825282403284704,5.9124918590499504,6.002254069134962,5.701624792856676,5.547815791538024,4.698352246272927,4.967770242176572,4.7585825686756955,4.757133395341093,4.484654499456665,4.470629058072939,4.161879257154781,4.2555947389859865,4.440127327556594,4.464026575705913,6.1449885475380635,6.139732383609059,6.041669176650092,6.240367430791392
YGR287C,3.2873748456906307,3.4091808055662174,5.621997375643243,5.888826696271004,5.1663114080651065,4.823929148598852,4.70449788086519,4.188620600014134,3.7425875412871066,3.963043921779529,3.4132788026081724,3.3300167782790924,3.2961548820935347,3.390252194718168,2.997679374270578,3.1359112103062663,2.824545618014286,2.532548360056698,2.282577916652241,2.24431827774644,2.037484504656022,2.094896784027144,3.7192296921882955,3.7580373736947705,3.141840342677543,3.304128699165256
YGR288W,4.184959555353437,3.973080380861052,5.477483142203791,5.449632478224357,5.068911127358705,5.00283492785933,4.8447724147193405,4.86367866257839,4.725981649175381,4.561717811428056,4.499969296911462,4.323522768207656,4.387978995299273,4.127035914749721,4.222638892419474,4.20760015074795,4.517338588112704,4.609152233456513,4.66233535060274,4.418933117382957,4.536508770438829,4.606689453948644,4.5773984255527225,4.315355791892501,4.1860236353634575,3.9521511363779536
YGR289C,3.796151137627726,3.6891227881841555,6.298034350353504,6.040044878367071,5.465938469506217,5.4619476340428275,4.897273739608759,4.771658748813962,4.541454279197657,4.471101157100491,4.270605844968426,4.140208878055243,4.240881408900396,3.9206270102715273,3.8011694992615555,3.9116844566462827,4.411191687036606,4.172620888120991,4.205001185480872,4.247712161129812,4.030342201457128,4.02641463793005,4.318056198991204,4.677482952149389,3.648616075789224,3.772525904162508
YGR292W,1.8531689203497077,1.530346934537974,4.041657540783431,3.8884534496816365,3.7062563642223307,3.370516102206614,3.457586697739034,2.581131802077227,2.103189751489191,2.344022866589745,2.6367126245121426,2.3035637112052956,2.008748255752789,2.1966651876369547,1.70371684540652,2.151045402932388,1.6161284982519155,1.794431722696978,2.4108973744620363,1.0949916200852958,1.8916605650051488,2.067932169965466,2.3693036721906786,2.361743384976389,1.7023333398991143,2.0398388345207263
YGR294W,0.7442714878167527,0.6074564009705684,-0.19323310560922197,0.08260074144941545,-1.0188907154599458,-0.845810174845178,-0.9613290474884344,-0.3992120278314647,-0.2799436116074673,0.4534540249329747,-1.3947314644455742,-0.8156671492854108,-0.4374289125649497,-0.35896326359378106,-0.8202965164182163,-1.244166043512108,-0.10769695750827973,-0.438554941823034,-2.005172753550839,-1.447133411841819,-1.3386498030162715,-2.072837261789945,-0.15986752484264502,-0.5501732395778972,-0.20727385855031383,-0.615365920712537
YGR295C,7.403753676032044,7.3477968283519255,8.164798466769227,7.875908845589255,7.9546250476487765,7.901369042429548,7.802091908501531,7.950700050616594,7.465666687160205,7.6345765994509565,7.569529021452056,7.508351828762465,7.13526414595976,7.251122488791553,7.144457292929921,7.029987368759788,7.11990065438146,7.05955135896123,5.807548101170276,5.871542193029552,5.261631240211095,5.302790262463166,7.838398784300307,7.8870848337156385,7.6594525017439645,7.82593177542876
