Gene	ScB42	ScB43	Sc30m2	Sc30m4	Sc1h2	Sc1h4	Sc1.5h2	Sc1.5h4	Sc2h2	Sc2h4	Sc2.5h2	Sc2.5h4	Sc3h2	Sc3h4	Sc3.5h2	Sc3.5h4	Sc4h2	Sc4h4	Sc6h2	Sc6h4	Sc8h2	Sc8h4
gene-YAL046C	4.50595048408505	4.42518388080046	4.77544707998334	4.86938954159612	5.04677200224038	5.13085276697215	4.91080413981778	4.99071154999579	4.98456824737949	5.0917198935634	4.87940413520489	4.87293329692939	5.1081468184872	4.86384626765055	5.06080187584442	5.15362052932704	5.070168629672	5.11435223624404	5.07704261507042	5.04445063698549	4.84220445946769	4.91716612239474
gene-YAL047C	4.98963941758158	5.02947597631617	4.79326218033697	4.59895855646106	5.19723887252552	5.09697389532237	5.1468604909614	5.0985259829333	5.02805967363867	4.87877425805341	4.97879162560835	5.1229642965975	4.93550787016435	4.94396648327739	4.9769157571962	4.97206985354982	4.97131986041785	5.0234549032555	5.25210497588963	5.0661726655194	5.14175331954414	5.37430890671615
gene-YAL048C	5.40982205480146	5.29487268722559	5.27743261655149	5.19782903030798	5.47109179202052	5.40508195149813	5.37976456805382	5.38334209232765	5.10612323782861	5.20963374368268	5.31681881117419	5.41287002657594	5.45623893636971	5.35800801673435	5.57490628789888	5.33747687569878	5.43436936013213	5.32012735137195	5.38336750438792	5.33381589790075	5.47613543320577	5.26825309594681
gene-YAL049C	5.86405282267884	5.84518585967599	6.67514751952828	6.61715328024679	6.60927341415743	6.45418029333498	6.2075928245827	6.16595035300663	6.34788940339741	6.40396853314391	6.78655498199887	6.75669290608057	7.06956156666691	7.02605043491184	7.07688007101078	7.06688682807317	7.18394532831037	7.20158698741699	7.46498751696916	7.39857478000993	7.66304118811975	7.63656246879894
gene-YAL051W	6.01508519648334	6.05454395493608	6.33580057394076	6.31877560353559	6.24575093193375	6.3802360137066	6.11677011966933	6.01662905691998	6.11461152186863	6.08043014653095	6.29847540436607	6.27002709811876	6.36145370994242	6.34921392159088	6.3503861803969	6.30512674625881	6.43309998350086	6.29421635014537	6.63292642889127	6.50635208123452	6.56198339074885	6.50000501709121
gene-YAL053W	7.38456205620629	7.37228213475121	7.35837470549688	7.30142213079691	7.74610822152842	7.78886513819329	7.49925663810001	7.58534927526282	7.55911729028426	7.65169197833459	7.52637609073759	7.71163771073011	7.62090046237136	7.64832052426329	7.68537533020469	7.71742627784659	7.6178447369266	7.76074627465059	7.36165280008355	7.52184052243298	7.55052780066594	7.64503245578845
gene-YAL054C	4.38851702973323	4.21352431455828	6.94967873883578	6.84137923320993	4.79528172752957	4.87135571847017	4.75012442027889	4.59712138170314	4.97627339962313	4.99649540684965	5.44221979641091	5.2595611248611	5.85536196127854	5.75073917477617	5.91713250629419	5.99970316119837	6.18715201927175	6.02817974690757	6.74817425315927	6.64136305020462	6.98015893947415	6.69009778420338
gene-YAL055W	4.6095506020666	4.72415963885593	5.10143613948139	5.30058165841969	4.77103931808204	4.61613845143166	4.68838867398854	4.6891505204391	5.0439822158599	5.1120536731808	5.33597061622982	5.04324005409908	5.48684024111284	5.62150106404077	5.50380057014043	5.64150129800144	5.73164796899732	5.6793104465782	6.15239062973303	6.22227662349047	6.57487280125912	6.20525463956335
gene-YAL056W	7.26985333314739	7.25257786500689	7.0607322967076	7.10399154572861	7.00412614992389	6.93069288990634	7.01280506802979	6.84926474758313	7.09732539154399	7.09075286350068	7.24305086633176	7.20440016705913	7.29627433162761	7.37204907619223	7.47943507053333	7.43118078191763	7.52076013254616	7.44694663115103	7.81673446758248	7.77319296588508	7.88661485984067	7.75831397683243
gene-YAL058W	6.04496222492865	6.07037106321105	6.00745475309591	5.92423561107293	6.45369417898213	6.47446011230269	6.26555321901902	6.2998692886572	6.26519281613425	6.23502432819527	6.26378196358732	6.19828471982836	6.34484427677125	6.34921392159088	6.30370211571506	6.38970578865429	6.38052670225373	6.38017136477347	6.44237794948294	6.39557353322193	6.44423444333608	6.49772818011233
gene-YAL059W	5.85985669381325	5.89489940973235	3.32611616155625	3.41095429265183	5.5071829027399	5.39894368851825	5.61570881401368	5.4871017009101	4.80262837831966	4.92167159132484	3.44190109167123	4.0063793883245	2.79242722341172	2.94625543591769	3.69769844212353	3.30417161458908	3.56392371202784	3.73766835357736	4.59854738454718	4.50322620002946	5.39318193725695	5.40939474720885
gene-YAL060W	7.26668715217525	7.30115498507805	9.1824539155158	9.19498589881404	8.26965824787007	8.35739848097483	8.12484840422167	7.95464328889414	8.78725669911585	8.76952787459967	9.22216713762728	8.91683458085725	9.17027075324887	9.35583188379967	8.86898639102778	8.76524297890775	8.80037404104335	8.7086582488317	8.68837929535238	8.64802503354924	8.31362587073922	7.81274426524357
gene-YAL061W	4.52197276583493	4.77331814028105	9.00308707707869	9.09023876470017	6.91685310788376	6.95890832376196	6.88448191049549	6.71183893911322	7.98457872182917	7.94312186660748	8.9389500203513	8.70447020944294	9.39347932369618	9.40789723429808	9.28797920115622	9.42310913157647	9.54343179217984	9.33479480149909	9.84498949035082	9.71222298707342	9.31919757173017	8.74210653561258
gene-YAL062W	4.19556556688105	4.24871260433779	6.01915898154261	5.96278162265213	5.12536833595365	5.40392803903414	4.79108542047505	4.99758451469774	5.1035867704218	5.40631816417379	5.91176474371273	5.69146233484454	6.17404005793624	6.08997979846522	6.11301070450058	6.0819924182449	6.46367952493901	6.28147256503119	7.00412862990969	6.90744577124554	7.19578275295732	7.08979844068866
gene-YAL063C	4.90695536274016	4.91004525409813	4.92034489371536	5.12975914235374	4.91995657958701	5.08518740495512	5.16884641007778	5.1186390346393	5.0366879093101	5.36195131529753	5.53424198097594	5.44553438589385	5.81763048683851	5.78493800448152	5.87951003890892	5.95170434112791	6.02441165130568	6.18043369441355	6.48367214845277	6.34167203496885	6.60848053734268	6.5494079234981
gene-YAL064C-A	2.61899525235399	2.32005886222265	2.66922406125875	3.07423364139364	2.55791254891189	2.69824810224321	2.66398300443326	2.76946688798418	2.78957161015484	2.53231448502016	2.69035864143849	2.96480796099954	3.10525172266961	3.24940065501085	2.97373739393761	3.16772323651715	3.14695338841906	2.80964713548182	2.99798557704778	3.00237444438554	3.1251841379103	3.11505860042199
gene-YAL064W-B	-0.834111489137611	0.704339383859462	0.397356470047119	-0.262381279414242	-0.102846452952114	0.609063652021677	-0.51113726294539	-0.15653262292553	-0.315542526332761	0.873511035912598	-0.153674726805762	0.489256721653401	0.357140561304225	0.522639909457635	0.178095723697369	-0.148926330435668	0.583580786471152	0.217518965858916	0.963279790778135	0.789091888910878	0.792862793125233	0.355376889790819
gene-YAL065C	-0.506968094568945	-0.229266828192209	0.736641265708636	-0.525405582832348	-0.2667517953271	0.0848031766262676	-1.34867477865783	-1.39950952177919	-0.514012791418272	-0.021108536010259	-0.244133103289049	-0.790383081016554	0.555612224799332	0.00468057314998827	0.976023565170502	0.472160294835716	0.641636150869663	0.223417393250657	1.0671417035992	0.325100668671732	-0.204373938601251	0.532886619007315
