Gene	CaB41	CaB44	Ca15m1	Ca15m2	Ca30m1	Ca30m2	Ca45m1	Ca45m2	Ca1h1	Ca1h2	Ca1.5h1	Ca1.5h2	Ca2h1	Ca2h4	Ca2.5h1	Ca2.5h4	Ca3h1	Ca3h2	Ca3.5h1	Ca3.5h4	Ca4h1	Ca4h3	Ca6h1	Ca6h3	Ca8h1	Ca8h2
orf19.101	4.58573298389062	4.41494636205711	3.79286907101126	3.71112436400433	3.62630828136645	3.73838437119782	3.87583711982688	3.99589774033661	3.82210313015021	3.74905590527545	3.88684340060902	3.81307608250731	4.05314423899139	3.9823108609997	4.18188383489013	4.06459497087487	4.37856663229219	4.3157141712061	4.29593522727832	4.36275568943234	4.56998297102684	4.45751728298163	4.54258407905909	4.48394556879665	4.66821834650097	4.55487992574907
orf19.1010	4.44858960544861	4.4529709798259	4.92840583893568	4.96604341785285	4.31560838933997	4.55269408441147	4.84421160802435	4.94020909874485	5.44777716327293	5.56247558346525	6.29251685553295	6.41635259960259	6.5471530864915	6.42510457617788	6.58211301658303	6.25298405004918	6.50612717140954	6.54678996704121	6.47298019903268	6.41975419917388	6.48621549393047	6.57749056609276	6.46797790589418	6.36050134948983	6.35119455900762	6.43700137471505
orf19.1011	6.92064847329293	7.02680786634038	6.25680747127474	6.2525455025241	6.48870929285538	6.43644058748677	6.38559089698172	6.39522410171685	6.68733259475734	6.61774234397219	6.93287987484678	6.85728877733901	7.02884365200332	6.99329924891683	7.10981882383348	6.85113299200745	6.98138052809445	6.90518763432021	6.81189181559849	6.76204715628745	6.95048262225718	6.8148394989249	6.80705375297581	6.73484092921539	6.85781257690438	6.93007087622645
orf19.1012	5.33074997390157	5.22781434297093	4.73657891927861	4.88633391098374	5.02500463240207	5.08495496067404	5.37407599082372	5.29633727064479	5.54703529043053	5.65066307816022	5.60389057471898	5.61318212528126	5.94828167280452	5.73648941658563	5.52632574165078	5.46290019711186	5.53380971944537	5.42906884291804	5.47932814237057	5.6099649446282	5.35881136877056	5.4175243270201	5.09631041322785	5.34371123656257	5.13732745908834	4.94840302711572
orf19.102	5.22781566580477	4.97835807093322	5.6551703221269	5.63481565553	5.86032097854838	5.94090344489384	6.16747383926254	6.01729003309357	5.96110095663515	5.81234739716175	5.23117820908584	5.27955617756354	4.67389531874183	4.69269506735719	4.33366059444398	4.36852429122204	4.57331913321137	4.46225796227403	4.21366177446854	4.44769286657868	4.38663331136626	4.20233680873145	4.2571626106675	4.16981083094919	4.2269175978243	4.18732844515461
orf19.1026	4.64838631832268	4.54582249201709	6.8477278324031	6.69988183245298	6.66332362589696	6.6290787387693	6.5233449592243	6.52758164214024	5.78354044060175	5.70109887281264	4.76745289573936	5.06394576236639	4.89782244882418	4.83321050822298	5.33269478824441	5.45524719304547	5.84239895849122	5.95262370297161	6.18684616627929	6.11208237687804	6.17139613741917	6.08488709805577	6.1766910050778	6.20636186159247	6.14997312413209	6.23506215290668
orf19.1026.1	1.46747360250598	1.44429841955238	2.90957896883167	2.73975166028284	2.82467485104333	2.79988514613746	2.93708137415233	2.26103563207569	1.91164701528738	2.14688030829163	1.89782807542645	1.40729893434612	2.067314928993	1.5707860746473	2.11480408422333	2.33265369575705	2.85720562606315	2.885559758335	3.08785511749308	3.27464029159047	3.57805493263857	3.47014504484547	3.39914067216548	3.66528230318083	3.47707698899432	3.70117378111681
orf19.1027	6.39674033150511	6.43517303745124	6.65405839890568	6.64386073355229	5.32417276905308	5.29091083103806	4.72739059437652	4.68343065474087	5.08611920523741	4.99848044945576	5.76832429489519	5.79094722842572	6.17982558851986	6.16271503986402	6.23795282287869	6.18524928095081	6.3920715189725	6.24119879108315	6.39186121581632	6.5164629925562	6.51835119293348	6.30075990089511	6.5631230292499	6.72096565518834	6.49690576021642	6.55479493843743
orf19.1028	3.72149721899301	3.70481347185384	4.7612258680974	4.78498573627384	4.16315770682109	4.21082246172901	4.24474837109329	4.25294395135011	4.00186771635423	3.81014907704347	3.7515991070288	3.65000707259138	3.7833877299295	3.61264783193327	3.85042047996507	3.74982600821303	3.72311598356295	3.95121294706934	3.86129050316449	3.64094413242774	3.74829722619057	3.75507252696556	3.76932562252352	3.57258342270136	3.91384794987392	3.77364925390163
orf19.1029	3.24740960362743	2.87623678252579	5.74883188938445	5.44439022751785	5.53466189754551	5.48188868413732	5.44831274036811	5.37821823047843	4.55271992212325	4.49186947409107	3.53145313243801	3.65783317939563	3.8857472674849	4.03566148273731	4.75967833397135	4.79375726429332	5.43173634147725	5.29051881795404	5.59115053264002	5.4770583843918	5.52737666726193	5.53720608928243	5.82883101755207	5.60429784809167	5.72554658466627	5.89761110549901
orf19.103	1.16187810383663	1.01791231976819	0.781937699306375	0.641121432776188	0.956968031397157	1.008815414485	0.672804568468045	0.806849349358217	0.95914740564912	0.397769201311369	-0.039291434046316	0.201858964146517	0.049966677705752	-0.935458649029781	-0.124161206512005	0.528713657029403	-0.124900760961632	0.0911869079425985	0.0667279206381795	-1.0983013960707	-0.465433120013544	-0.100796540950956	0.024958015347514	0.769810690660441	-0.107882970469861	-0.0817051513284395
orf19.1030	4.8328829114079	4.97849422534983	8.98351613661431	8.91070422066274	10.2440529534457	10.1292212220861	10.2493814019791	10.1894839483289	9.38012352110701	9.27486184528619	6.63757387095754	6.48515134876272	6.24639030817198	6.44714933299937	8.14704833035172	8.28931136271651	9.46669664754103	9.68116756359612	10.0074905882427	9.99295104207009	10.0214329968995	10.3253723697258	9.98376519118819	10.6044048730683	10.1291278405861	10.1175352682376
orf19.1031	8.43967129979276	8.52146434836046	8.23481451386343	8.19235587543934	8.77708969397187	8.72436554638262	8.90318720066586	8.79969448949418	8.67302777898718	8.63889623616617	8.08505355636025	8.06571813561918	7.72350264267059	7.65373286346101	7.70947132851833	7.43621699473724	7.64854410877957	7.51355043789387	7.56425974688989	7.51488062625854	7.67613832056162	7.56328368890092	7.44270221551521	7.3875594110056	7.43830010542753	7.53194001016564
orf19.1032	5.99851753580718	5.94021190355392	7.95861233408778	8.0232237791341	5.54778453342435	5.56327882856529	6.06114720022497	6.06954899186342	6.15998956795128	5.8836345423071	5.93990238685161	5.71233611916106	5.75172680983758	5.79438717401712	5.8056466616987	5.78412603882004	5.80138438309523	6.05264445526376	6.01399854225225	6.04807142964366	6.00496327532109	5.96862128004165	6.0746949402134	5.91864746630135	6.07514702515041	6.24783960747972
orf19.1033	8.5387333267582	8.59132114518636	7.72702499528155	7.69900772348891	6.20133218298291	6.26666488411963	6.54224334691095	6.43924993721368	6.28895332683324	6.33425936427762	5.91859148127949	6.13026217162223	5.92429816999437	5.82164388474207	6.02538499185407	5.82306757174997	6.18804218634513	5.89913000882026	6.13929511506436	6.10208688350648	6.0770570101196	6.20410964592713	6.2577972625107	6.16655122516825	5.92569462023306	6.16865586895274
orf19.1034	5.62115579646038	5.649544530322	4.87242689578892	4.83415195724972	2.74878013427804	2.72468627339562	3.46491912264508	3.32220525337905	3.9698239765	3.79646781731847	4.48315891412534	4.43529651961927	5.06159262701511	5.08456986714019	5.09025148434741	5.15154884331391	4.95326500622877	4.95409789379838	5.21527130826647	4.92686103490859	5.1558690211036	5.02341457799928	5.53441771501114	5.3714924347263	5.31694045741465	5.23176636337069
orf19.1035	4.68158798805735	4.77323898555214	5.72663831356395	5.87358225541385	5.68306709491997	5.76602195476841	5.63223787502133	5.61367034456329	5.06099095324458	5.1324754542351	4.43805784286192	4.37959503755874	4.33896579578566	4.44792673799018	4.91443340125679	5.16085785688862	5.15893370762444	5.0112405424229	5.05729337565511	5.11754470074467	5.2552667004619	5.30853455016823	5.4509300934313	5.28916777876749	5.37639058002357	5.5512251376481
orf19.1036	7.15759264107246	7.19067064383167	7.03857964712746	7.04607621221112	7.08842832465376	7.12936966936288	7.04242462742678	7.02763247036289	6.92941509513543	7.02385226780779	6.84077886708194	6.94606634843296	6.52228043384791	6.52352974004676	6.35431860897915	6.13675503909171	6.14798581931111	6.01876319990285	5.80399637493423	5.79614716369533	5.70161226953985	5.61243457906609	5.6950100322093	5.70915797665729	5.46626816937694	5.56428055862514
orf19.1037	6.54639795481599	6.57006361675192	5.78172289864171	5.70096974217433	5.06803256233428	4.99745366275589	5.34095270411662	5.45300512812964	6.06122263825407	5.96829359230388	6.77057657683864	6.91113934829459	7.01574354068662	6.9851384723354	6.92554103955971	6.75494578978292	6.69297304557671	6.56594473780177	6.36920271022836	6.32883934829977	6.56035255981612	6.34533256611092	6.78166730132912	6.64908285288232	6.59781745898689	6.58948300183467
orf19.1039	4.54145141959889	4.34476882348334	4.3611876937147	4.24546398426313	4.70512434322341	4.76462484076316	4.71342024271505	4.78603641519362	4.39676436961954	4.55010045634221	4.02463868826702	4.2616166040273	4.14760269280573	4.18480804316563	4.25733769617497	4.43388620137479	4.3822200644868	4.3157141712061	4.43650959508062	4.71084311960079	4.65395657842656	4.48375453842022	4.76264796660965	5.12078939383053	4.81370029506828	5.01653896975895
orf19.104	2.53623245275498	2.49394952805003	2.30880620653318	2.0543902914645	1.51038987298113	2.32727974101675	2.09602142718962	2.11098068228096	2.25080210954167	2.05793752541838	2.05315140856681	1.85134338527315	2.36565091255209	2.28959922307246	2.39816888585044	3.03045129310255	2.47465960200936	2.44590863880943	2.24273760191099	2.49881800130117	2.48170515651063	2.36934526927146	2.71638946841483	2.71938655038022	2.97350291161733	2.53219264722186
orf19.1040	3.46983273964372	3.11630792433604	3.10035924161312	3.00807271916899	3.70204639132618	3.61696071019617	3.23970597112201	3.58871260336805	3.71663554197712	3.58991382520801	3.72873304492944	3.65000707259138	4.12123968679088	3.8758153542397	3.74257066112088	3.86855485293978	3.90681128802131	3.87936597820133	4.01868541245304	3.96469231017804	3.87871495290749	3.93701830849521	4.18284513272594	4.28583914275475	4.15729407909013	4.03839549908371
orf19.1041	4.59757756008469	4.62197394535436	4.86048612401931	4.60648151431931	4.94789158421269	4.90464709546871	5.13373406766869	5.17442236561507	4.69997511114316	4.88670862927386	4.29362283720714	4.16573095458937	4.27662899917924	4.09271416526401	4.15287380019865	4.4481370504499	4.17036321224967	3.84503756693165	3.94213332470347	3.97098279702021	3.8111409799544	3.74305000770717	3.99085081711744	3.51033289018873	3.93463369722324	4.22802096024635
orf19.1042	9.75645073193487	9.76573933671906	9.93091666633859	9.95763040299525	10.130656239663	10.1777532851514	10.5606173667327	10.5431052462336	10.997085905904	10.9250890549953	11.3711391014761	11.3994516339342	11.7523801708733	11.5349718225927	11.2506075520275	11.1683490483982	11.1667848296106	11.3171165765792	11.1647529810586	11.2289622664844	11.24729557635	11.1304514594553	11.1675184849432	11.1865764861364	11.0737058073759	11.1264183431732
orf19.1043	4.00257031133773	4.05907897854869	4.44840644343913	4.0571479387779	4.40485434739543	4.15939844324134	4.61161575589812	4.58400939678608	4.3887079120948	4.68986191311858	4.17440900789095	4.54907597693818	4.99297618807632	4.7326491290138	4.84162390316035	4.83686082569158	5.09358188255884	4.71362549042454	5.18569361553026	5.24240302920524	5.10661330047067	5.17336679920735	5.3574944040173	5.36396864384468	5.23552214783024	5.15546075717051
orf19.1045	4.39981658829364	4.2519558719135	5.85855672700904	5.65450219027916	5.69995906476816	5.83315061090707	5.94635633849287	5.93246124348032	5.32860310739994	5.39328358485225	4.65369919447431	4.4533958079885	5.27250933407183	5.47200053693445	5.57953715441944	5.78467614763199	6.18284392695489	6.55449972126302	6.85135687892491	6.94571746363807	6.77338225697917	7.14650068804321	6.7102172237822	7.54328342982436	7.07535973542664	6.74204687523719
orf19.1047	5.03513740007813	5.08982076700813	8.56216185898995	8.40311699951416	9.13788628786933	9.07089455073701	9.20089219820786	9.11631804355524	8.18885646546591	8.13474788815411	5.98643122796952	5.88895854260828	5.80652704945607	5.94451390830671	6.96522265557965	6.78073314537954	7.72054533854241	7.54845581309506	7.62245082489385	7.62610078778957	7.70889561341449	7.53740396113967	7.56525780418427	7.59169481776172	7.45332337616288	7.67283270154568
orf19.1048	3.23698678067078	3.3407157336728	4.41767238822587	4.23719994277672	5.05416576295309	5.27244163187391	4.41896035777246	4.69854301554441	3.96454355859834	3.94026684884131	3.95245964217736	4.08600037867887	4.45283520471988	4.41251093144477	4.36196974594348	4.51751514601329	4.68209059678892	4.6394456972549	5.10375899527952	5.23196466762134	5.37450197656704	5.40856185711837	6.95074423295323	7.07067880195853	7.45984348445046	7.45215474560184
orf19.1049	3.04302928286796	3.34920923222756	2.08079763834461	2.07790862402543	2.77452454630497	3.17424874672972	3.0963141125698	3.37018380368561	3.06035597311199	2.98861014174982	2.84162068063778	3.19131297001404	2.86658936546505	2.9877574236568	2.47720761468757	3.08060327801758	2.58021715464977	3.03632622121843	2.90634161694482	3.10197404768877	2.31824635236576	2.9982131539365	2.92617557552034	3.30563491957914	2.74154208406866	3.08148859688062
orf19.105	7.19572222906723	7.19631653425227	6.723715350636	6.76866132498155	5.9614374787406	5.95612149398231	5.87328244673094	5.81521535380613	6.19734686720288	6.2099897025779	6.61725388587122	6.65146745883728	6.90425503362022	6.72251273361613	6.63783538822028	6.54268054896136	6.65056006836581	6.80538043277829	6.67209099118637	6.76824676381857	6.832809734487	6.76482996534175	6.88729593421398	6.95702922774265	6.94682812394033	6.76116142247524
orf19.1050	3.36285709319638	3.18820622763462	2.96416133452612	2.90665117835633	3.08342859974039	3.15528266755164	3.56168705842851	3.74972210384882	3.8280733925489	3.79646781731847	3.796271885154	3.4661292357749	4.26463493980543	4.24141102327465	3.7318659616554	4.04675394962071	4.02369740359265	4.25076105236849	4.52839643352849	4.64941739155658	4.55673947744065	4.79098603176248	4.84068185805403	5.34371123656257	5.16690844815464	5.08125259698755
orf19.1051	9.73527404513749	9.66274049869391	8.87448847816323	8.87925859665853	9.75754831466561	9.76567747004013	10.2344751737935	10.2093206972988	10.2465921287465	10.1720864693969	9.90010832425976	9.85939282050972	10.4137704785818	10.2753128113648	9.86179059879628	9.78536636607202	9.828349049253	9.77509649302432	9.89750685901979	9.83304702064168	9.62594193795154	9.59764166587908	8.98150006409404	8.91847266319665	8.79631877512622	8.44378103027118
orf19.1052	9.44870335008591	9.34537630887995	8.61925846743068	8.76527681813794	9.49719571545468	9.5058271141734	9.95764481978059	9.97585195784461	10.1085532167765	9.90615037267316	9.74174314694367	9.5522055966756	10.2099572514421	10.2566320235589	9.58742814039548	9.69071338987138	9.52166601214254	9.84503398221987	9.72660756068163	9.62479111050986	9.52176248800576	9.3872742239083	8.81377135209024	8.58007341780048	8.5673152335227	8.29884520682138
orf19.1053	5.59775733737158	5.60895397849317	5.43613970254574	5.61485676412935	5.67112392257047	5.58115329732193	5.70995511063326	5.86206087202158	5.685008109664	5.71024838654218	5.42321851890525	5.53247626057896	5.35157286833204	5.19551707848936	5.0965236679734	5.04914185841274	4.89051700327783	5.06350674379966	4.72398637956001	4.96202349290997	4.97899805876536	4.63971197043239	4.8302861691378	4.89231013073778	4.89018086811377	4.84381563301418
orf19.1054	5.80265873627194	5.93275601757627	5.96275868139118	5.77630592833503	5.77839626048589	5.85975472662498	5.66164516047401	5.68559049523335	5.66179575357985	5.80382486055516	5.57995321072589	5.68961140062846	5.80652704945607	5.68175956075379	5.60615738703581	5.47451723435968	5.64442880654006	5.34042746768943	5.47911683488474	5.4748468347563	5.35617959599647	5.35255568326867	5.46219528418469	5.31017394994517	5.2631752765615	5.48058511586346
orf19.1055	8.24286481877622	8.23103603675529	7.15015024998485	7.07412147619447	7.80078896527218	7.88680398105683	7.90608369986853	8.03588945999858	8.1377968810177	8.094085540545	8.01236092237778	8.02469628718926	8.00849773604301	8.04524843208562	7.85653671100032	7.71084538951037	7.80132864363886	7.78782903296654	7.7598147705045	7.69291619295178	7.65380911652416	7.5932068404924	7.63713499702756	7.6523084573611	7.55861727345215	7.56578352152522
orf19.1057	5.46827316244289	5.44042925598489	4.58667207859952	4.47093536901639	4.64009335579538	4.80029022755304	4.75834552824106	4.90155124206209	5.02765590693459	4.9560364868692	5.21481580917418	5.05201642026056	5.49194103497186	5.48268684072449	5.27487413545684	5.18270429624181	5.27352206889436	5.44560843147951	5.56838523219963	5.66917993721971	5.61215963292759	5.66119005162371	5.43271392776687	5.81936605174772	5.76115462494679	5.48035655352
orf19.1058	6.61348731042112	6.49005113856659	6.56783185821592	6.70555487436391	6.11957337493293	6.157720674068	6.10996609498254	6.07245220348307	6.45150710778957	6.55039856084945	6.86030335088827	6.73485239793592	6.98138082746212	6.90690798936978	6.60135372037331	6.59931437575983	6.6102659556337	6.84199331685205	6.70150386246772	6.70657305774306	6.74146918733963	6.67940200317712	6.68255179308696	6.83201201571077	6.67628170691629	6.74305000669585
orf19.1059	9.19078784093623	9.06520870508588	8.5661791631196	8.54247298358096	9.01235745238729	9.04644112027885	9.66877954342952	9.63005173642281	9.70931709438357	9.60954582846871	9.54111719184073	9.43814538400291	10.2291920408502	10.1241701660989	9.76750258200397	9.84350930588161	9.79761723045404	10.0198968812519	10.0961652729705	10.0116430947627	9.87435669762823	9.93605022044166	9.5110787717224	9.60704287760078	9.32270678937797	9.06060539587631
orf19.1060	-0.474311481261917	0.924771290436313	0.41482329319889	-0.727844728133841	0.129733132326684	0.447669560068644	0.198262686358415	0.00763451390218318	-0.0784562935996878	-0.227530330384184	0.109737906399011	0.438322502633969	-0.107392736768412	0.467707500966071	0.280228628278714	2.60217447755348	0.0321729140863243	0.395861861959013	0.376990233831449	0.112496838430629	0.319363891813827	0.343229530522359	-0.0757143255393296	-0.245173925804353	-1.53672157773416	0.313546905827919
