Gene	CaB41	CaB44	Ca15m1	Ca15m2	Ca30m1	Ca30m2	Ca45m1	Ca45m2	Ca1h1	Ca1h2	Ca1.5h1	Ca1.5h2	Ca2h1	Ca2h4	Ca2.5h1	Ca2.5h4	Ca3h1	Ca3h2	Ca3.5h1	Ca3.5h4	Ca4h1	Ca4h3	Ca6h1	Ca6h3	Ca8h1	Ca8h2
orf19.1777	7.72785996536374	7.80518938214482	7.66624774290848	7.57018807749934	7.04079049393856	7.07931236001096	6.95228844820299	7.19947197465324	7.28671464065913	7.41206557984708	7.50533907522885	7.47474330273629	7.29309286101	7.42404644979074	7.64422884903217	7.25032774138168	7.57641939602292	7.15823853648817	7.28239458178935	7.02872243518518	7.31538932391039	7.18869162835397	7.40875266857071	7.22721682155279	7.2398621123463	7.48654238346669
orf19.1779	10.3770012885092	10.4280420265197	9.92447912086027	9.95187424169417	10.4332830528773	10.4463553984872	10.3775140949525	10.3362051350991	10.4288379226039	10.4179967269466	10.3722166654699	10.3165518858948	10.9014848403876	10.7291364017666	10.8174457306168	10.6101726792386	10.9012022426133	11.0992976301809	11.0511147671561	11.0548321617845	11.2851702179686	11.2140597385049	11.5991297501649	11.6760234135416	12.0546764266936	11.9885586790671
orf19.178	4.54145141959889	4.6836851510122	4.6820252044938	4.51897945172216	4.39243798401569	4.1969785271305	4.65246985168975	4.58521329070324	4.6058120779427	4.82065512330329	4.38054060722438	4.61889523610299	4.46993958197138	4.52871069309597	4.69501439975404	4.62465973077108	4.76461009272207	4.61015221719916	4.77342425672526	4.72579943231921	4.81619048689728	4.63581672594377	4.92451748911021	4.78747334097508	4.66407537424118	4.87343010797034
orf19.1780	0.535011843693695	-0.281231200379719	0.135033201678042	-0.0756809763441223	0.440812585631019	0.103218700960731	0.561763195400719	0.0207765654958482	0.328558301314421	0.601206380439328	-0.0846636062682707	0.363726231091269	-0.986533098972976	-1.35051864594293	-0.938604249012725	2.15717167030702	-1.16342803902115	-1.40958566041465	-0.863508178963301	-0.857419540714867	-0.622678333963978	-1.33566593273003	-1.92635395167454	-0.666010051917628	-1.02771014921582	-1.00129443820462
orf19.1782	7.05068372281418	6.96229217792172	6.67124697995173	6.82415170711777	7.25188825177995	7.22813094608007	7.19766019014658	7.16169336458907	7.43783975290736	7.48885202110418	7.68024646132774	7.71603042500853	7.43785409177264	7.24262320769892	6.80351432477828	6.82473280697812	6.63815709463695	6.78029099811302	6.65453256878247	6.66393235505353	6.56344410243823	6.54770530809976	6.4273929013985	6.76602450154	6.44070294581562	6.27960787809121
orf19.1782.1	0.596115193456365	1.47747330594323	0.860775765095576	1.33071706907345	0.351198788856919	0.0963938454337301	0.0280649702807563	-0.0928599078107882	0.560657956315179	0.535915174600133	1.26470149732806	1.79568162182189	1.0738270306943	1.40047399199844	1.68724008886062	2.39682583866982	1.71828760328817	1.70352894324139	1.6893867694391	0.81832289827423	1.37517383123428	1.30764543173619	1.12649339987262	1.04539708216354	0.790738723922207	0.313546905827919
orf19.1783	6.47159320291667	6.70487792983862	8.06415533105795	8.02495888566129	6.88484451482384	6.96231870854487	6.74131780400268	6.75508931101243	6.37724530766069	6.50380997190463	5.78282003233663	5.82610045615593	5.91920639486252	5.91591790222449	6.67848801501315	6.527934979425	6.90493774783682	6.68402895372128	6.75336693889737	6.6410217939882	6.80363910512359	6.75047265397099	6.57354840398234	6.65507025856503	6.42772293947365	6.70133870143673
orf19.1785	7.39792134290247	7.40262505586303	6.17625043808354	6.12004720978602	4.97590153943646	5.11066770240768	4.89152013357255	4.81752519905706	5.25073478882873	5.27986937728717	6.40676574111438	6.47953764305434	7.09975106950039	7.08898560322937	7.46477212884952	7.14529437487808	7.78624109684858	7.80408945329121	7.98828744582282	7.93093196198878	7.94271320322949	8.10417887340334	8.42731207459935	8.0485968461332	8.40457256550004	8.53579698684124
orf19.1789	4.48730368845429	4.27100228880299	4.83386327315181	4.78855372042889	5.0249885453864	5.03227356614852	5.22520749330146	5.3134330825004	5.11814498148977	5.19898282475121	4.27006031465975	4.43529651961927	4.02971227921741	3.49059876286009	3.73722823988347	3.74935434649329	3.87085604931595	3.30666304410081	3.19730264209499	3.25415379751328	3.07511744076051	3.05765353177686	3.25112964186434	3.10361541819126	3.13787096391029	2.84782509019033
orf19.1789.1	10.5372141879402	10.5256231317054	8.45328325672035	8.43192090593617	7.68083788917294	7.6928863886762	7.6304177588437	7.62232144701138	7.66828238488165	7.70703050382969	7.81888630394071	8.01215877897915	7.99882243509182	7.82387357367877	7.82666202625665	7.8117929938591	7.86047626411574	7.75934173135885	7.84479913608142	7.80850881940411	7.98037137006075	7.77773945731331	7.90530940033541	7.90520512890491	7.70240339671901	7.7487088975293
orf19.1791	3.98784326547397	3.79310437724636	7.11444403941977	6.91331949721001	7.50505556258611	7.50996325805387	7.33605711946924	7.39072497863989	6.20197725822965	6.1688858895177	3.85023522153024	4.02759298087547	3.81623326877543	3.65872662212164	4.90731535816836	4.8787502556888	5.61833368721927	5.57075798261242	5.917332231661	6.03010946680812	5.96579347455198	5.9827851974853	6.0251842107584	6.20916387979283	6.0129816306128	6.0912262538862
orf19.1792	5.66496905427846	5.73261406300042	4.18474141744726	3.85419243209047	5.0249885453864	5.16619658329394	5.20037447867525	5.3256518924248	5.33280831612131	5.48356367837958	5.43209253700768	5.53460304957676	5.5622197602764	5.45685592521526	5.43688165609417	5.32477415347834	5.18960448515771	5.1726910438502	5.13835098750306	4.98084782770143	4.7293699572823	4.95315548586771	4.79864194876124	4.83903955239703	4.54296097028524	4.50844094095095
orf19.1793	4.63253876578917	4.65132177892626	3.77046482123204	3.6338923671369	4.32870082708613	4.37556568778445	4.35232311309328	4.36137131171472	4.27092202105323	4.36321071363548	4.28972237753469	4.2867520048122	4.24034346811256	4.49524604730586	4.77017938599893	4.72897156442767	4.91846291369972	4.66459847787931	4.94408379743028	4.80180953756356	4.95484815412973	4.82559518081463	5.07592511526873	4.92676381273366	4.82116135751136	5.27679343342877
orf19.1794	2.98742050092454	3.105737868114	4.06494660737234	3.81690585061732	4.18983568096426	3.93805063749716	4.21779945538738	4.20198583110748	4.04728146366572	4.0241248084055	3.01273586444309	3.37414396565935	2.91474315307076	2.82172051744793	2.89580601218069	3.23969641116161	2.78763503214787	2.26971942424697	2.49935973993013	2.91240114482304	2.51983160522117	2.40639950664367	2.68060312530947	2.49897012386706	2.62701780139623	2.80235416959966
orf19.1795	4.93288424449283	5.22398801317447	5.87170483863288	5.65645614904762	5.75460317715817	5.93118021240347	5.87596498114805	5.84468515477253	5.94745379548419	6.09956485397401	5.93127431237591	5.99933160181654	5.49716321070671	5.5143665769204	5.73771464417209	5.4017620624265	5.56477008432642	5.27426975701884	5.28821372605111	5.10043223261452	5.22096174940419	5.01444207488496	4.98512555913239	4.82449084838649	4.75323210671361	4.98617283752827
orf19.1795.1	2.35828374415468	2.10562627564279	1.31733035104624	1.12031374864927	1.83793741315151	1.70050903294386	1.8878223863909	1.89064548603378	1.91164701528738	1.80815601455417	2.29025074722381	2.76927493454836	2.71029418973741	2.68050470333279	2.4116463869852	2.65391033933203	2.63023421044368	2.19282505783893	2.71715445781029	2.81080009786207	2.0838468603119	2.87143902636757	2.74618706748249	2.71478799148773	2.84553418754143	2.53923187311375
orf19.1796	7.16901440133104	7.15087958093327	6.53740521137626	6.58043954886772	5.21559405337382	5.36706726945404	5.64885316668579	5.80210849267955	6.33055250029791	6.44801455316352	7.28989370939911	7.48403236171885	7.50599171177568	7.42182225778297	7.18274761567706	7.04766752330793	7.21626172521938	7.14489492782495	7.17443500880551	7.25435469042815	7.27696023157819	7.14581609418002	7.44611037763994	7.75702497480301	7.40013537764075	7.33378650560185
orf19.1797	3.79877462307025	3.48590642481891	5.44895508453377	5.24066654710647	4.78961516323341	5.03746184912989	4.55396119499915	4.53136923026379	4.12336687530937	4.2918703785788	4.46251808670868	4.55860923366439	4.85046103595904	4.88261402978474	5.64090377389477	5.43686556298198	6.01536562757142	6.06484191612695	6.25773610158095	6.26964633907746	6.41466328703787	6.49388559528982	7.15822125882944	7.06135081433704	7.15575236132342	7.37772269935687
orf19.1798	5.12517533135425	5.24477346968854	6.04101936497472	5.84302434396001	5.80518418295446	5.77713098699181	5.64519210309903	5.66650345933746	5.25959950747323	5.2550760385535	4.99529285869092	5.25138486515416	5.10526937765227	5.04174861885597	5.55089777156169	5.5063851966248	5.77383510523996	5.60202810926159	5.6524984866084	5.71070424721618	5.88227600718328	5.90724023603036	6.42601165383923	6.44516319777965	6.78274692665942	6.82022453874251
orf19.1799	7.64526510215784	7.64454712996277	7.7729765596478	7.79081771987733	7.08824036471318	6.98779902045426	7.2240267833388	7.10883079508427	6.66501203248102	6.53931299627083	5.70591103605264	5.66924737561479	5.81272787634938	5.96604928247433	6.62468765343055	6.47920963789913	7.2279831959321	6.96927910041848	7.30931204108848	7.33703724660521	7.44179879553751	7.38726741054112	7.49582431442646	7.58117605110748	7.26441967996919	7.24462576196029
orf19.18	7.44621163072558	7.52062743586219	9.98106386777811	9.92213608174062	10.5318036639221	10.5411204112021	10.5769883966473	10.5268591391642	9.78955719635838	9.79099557117671	7.74353857977382	7.75056178276911	6.5479780236702	6.44840890893717	7.28969287651227	7.16685084071128	8.26743791677415	8.30113297298149	8.44084496311142	8.50444179814506	8.53326605147909	8.54759855398178	8.55196045833312	8.57566779064161	8.60292069756537	8.63717987242948
orf19.1800	5.76480758522736	5.71707301644958	4.76379244833758	4.66056407424867	3.31157507982598	3.39241379928531	3.73076875438705	3.7855474031221	4.72898164399382	4.46617539531869	5.37248934112727	5.16341186319233	5.8513241147536	6.03025239875847	6.276214287052	6.16593383765207	6.55226076127194	6.5046300153848	6.73477349543662	6.77017784492228	6.8266355748987	6.9100452231751	7.19784628472636	7.46104182799425	7.22699407614508	7.29187754294793
orf19.1801	7.70031080170771	7.55657044025383	7.37625389295142	7.38462501121863	7.43262434237148	7.42541750048292	7.55602505732616	7.5439573809457	7.56034756893851	7.48744986945576	7.56505023423497	7.61743591604948	7.58838121745389	7.41847869025164	7.34607725660833	7.24003807778396	7.26258681518852	7.40899115703221	7.29860555501998	7.16732879134193	7.21149109164245	7.22313889212908	7.2384851540646	7.2649296511871	7.08158588220553	7.04748594457638
orf19.1802	6.38880973397424	6.4139094804834	7.52171732366073	7.43444108239387	6.82450602959777	6.81276733709138	6.72572306186993	6.64241901014038	5.83928785902035	5.84095312151847	4.73339727262233	5.0638456286626	4.91838299674097	5.07043687030307	5.98200228298805	5.90858759351852	6.62652937023758	6.51553221503876	6.71191627261499	6.75931490037829	6.73641837937652	6.67181321567839	6.69883373102384	6.75786463936848	6.52915539394143	6.62829891055007
orf19.1803	3.96038474710016	3.79835858191638	4.00114128770455	3.92073545824491	4.64009335579538	4.50407389879405	4.39924148071182	4.35319610632116	4.01078736984262	4.24081266319773	3.59640919563662	3.75588809823388	3.62308292265946	3.78179703425313	3.7949341923825	3.87824667988033	4.00662432479041	3.9801243504646	4.03839708702319	4.45668596725934	4.19375527403548	4.09856642816558	4.10273514554255	4.11707799421524	4.36553023011989	4.23943964896188
orf19.1804	5.40227554940432	5.43832463536645	5.88473184721424	5.81005078161053	5.85128265561375	5.83910517845645	5.97884509504602	5.8903055503871	5.56859131764636	5.62959873653551	5.1235398173366	5.3195749464086	5.04298992709535	4.81301775428473	4.87118862445017	4.900021759825	5.1244481378949	5.12435603932285	4.92432073125645	5.1447375045612	4.94787327364519	4.89241810270534	5.00374778872119	5.03179201327248	5.1872600749481	5.06530017570455
orf19.1805	6.89120697257856	6.97548101903899	6.630345479664	6.59171590874988	6.33493909125257	6.27547434540688	6.22524094831273	6.16919492230786	6.31469445013922	6.3635500432437	6.4449702708768	6.37540887170502	6.30357949156586	6.27296617191811	6.14821530765783	5.92565685965844	6.06501267831757	6.20858760474064	6.17986549747103	6.28991554361012	6.07865435391833	6.18157348069515	6.37567569226107	6.22447845137396	6.2825903662497	6.32891187758895
orf19.1806	-0.766508238834139	-0.175342790009436	0.515723768379811	0.819129788751127	0.129733132326684	1.6197949785197	0.42096671845246	1.06184908672186	0.502116057068033	1.12301710992297	1.13157372409316	0.819443098254068	1.87033505887528	1.20733108556625	1.50947397568937	2.61266574892222	1.71828760328817	1.95723578955152	2.16403061407881	1.98060236046608	2.15824965878368	2.27231905187138	2.25979502537509	1.83643530325765	2.146536113796	1.85810540495236
orf19.1808	5.94234541932637	5.94762945534363	5.96944501840285	5.706351833332	5.80830325072572	5.7597102126606	5.68489011424366	5.68559049523335	5.66513475811668	5.72296099859039	5.53617672028044	5.44246303716198	5.54186268623199	5.61126830119098	5.58400811026912	5.44309648194948	5.53216634862697	5.42276436817499	5.43510395103699	5.35731091780015	5.2970316747835	5.31163386417848	5.191436309891	5.35146795982305	5.30900230746407	5.40654546762838
orf19.1813	6.6337024666073	6.85284935025044	7.21215605732528	7.21879231968618	6.42422460047376	6.50146465110129	6.55395583399228	6.57542872086885	6.50600211725311	6.57166290576691	6.45381822049871	6.50036173947929	6.53179853822741	6.36847118221049	6.72794942193215	6.59111745864982	6.54007446823654	6.48984511818743	6.26561106411243	6.29158390165855	6.33804319372878	6.36098764532566	6.08196612419004	5.99694236045026	6.19975501644528	6.17431888362281
orf19.1814	7.84083799970161	7.92776501706116	7.64725190026598	7.66496629145315	7.31912557576787	7.30761460639941	7.7782799671587	7.79970013417556	8.08046828361559	8.17728828229563	8.28345581806222	8.25550736132338	8.0796617835449	8.10872037243532	8.09561188803486	7.81107631030748	7.75416386722244	7.49565447458408	7.36485478043898	7.27827471382234	7.54066423716498	7.48383442016634	7.34696517149014	7.3463578830008	7.34884234690264	7.35014066143409
orf19.1815	9.26021533495014	9.19953723375977	9.17211949368623	9.11438739471841	8.78265068779953	8.7030151006265	8.67639498499909	8.62260329186096	7.79827309631163	7.83648624182322	6.32527660276941	6.48064117412498	6.40596082285085	6.30347119276236	6.6340603047347	6.63097839770655	7.28569097475198	7.26429461594321	7.6965423043501	7.64896567410128	7.64089266920559	7.72600625583403	7.50448571795893	7.68940359568252	7.51212457790917	7.35165340612063
orf19.1816	6.06258905357376	6.16921341906794	5.95828384519796	6.15927210314019	5.98011698420551	5.96449152760406	5.54023876830991	5.57529648023666	5.38841060564254	5.32821328830187	5.31608123415303	5.20673568799011	5.06583805982629	5.45153519424047	5.52017044025316	5.62709869206181	5.48876811992035	5.55355471687601	5.49795814678808	5.5814701937244	5.85795714594964	5.82280257716272	5.54684339510525	5.53937191063479	5.64566937443098	5.83261149765991
orf19.182	4.94529704210791	4.75981814149311	6.03040039689755	5.99282188501669	6.3424892031504	6.34093404358006	6.38583871453849	6.38889943398188	5.97730895009292	5.89811951376368	5.19409834061811	5.25912266654822	5.08678900069423	5.10966552169501	5.37114351137319	5.2148903291316	5.73006613525619	5.76461805408441	5.91332754327483	6.01648969680969	6.08343580122954	5.99195612772361	6.03601592456163	6.26812729494192	6.04678776688287	6.17686297543544
orf19.1822	-1.62493289602818	-1.0186051424688	-0.00705764837688173	0.0962287631032592	1.68343949033935	1.563362454842	1.42190114709585	1.53571963396604	1.04367019691998	0.885214192992724	-0.205507843376319	-0.573037883993208	0.835179699142536	0.3767664836154	-0.577417393357552	3.04465969401467	0.0321729140863243	-0.672679486993008	0.619586801086029	0.0184517530756855	0.230191623497098	-0.000385203611123825	-0.722651463525107	-0.208456440012305	-0.107882970469861	0.129414550082075
orf19.1823	5.65718588770291	5.63547288530135	3.6992472490843	3.71325098870752	5.37612839344004	5.37566722131984	5.44931008834106	5.44587180189381	5.4285276903707	5.43826656066677	5.39811855643785	5.37934335950913	5.10848276768983	5.11985732475413	4.66049558738975	4.90302644975296	4.45665774315343	4.02750003099474	3.74893048415443	3.78131691881685	3.54229885996389	3.60320002184137	2.56651977383114	2.61119906261256	2.68341971521504	2.52752414621515
orf19.1825	5.37669465450783	5.36856885624328	3.13990691342428	2.68327946936144	5.35054064944198	5.59044771995953	5.07004755981496	5.16301388712246	4.68138045382685	4.17056993615381	4.92974305207036	5.00630663443172	4.7248402952556	4.97631203696671	4.65712175607232	4.86615781481344	4.51715459562073	4.8276094546108	4.32600502105977	4.47116792513317	3.8604899720201	4.20856543274388	3.32532587124843	3.57452306643259	3.60557227566824	3.32696535438677
orf19.1826	4.11671809939084	4.15788415069687	4.74572975517352	4.87164040417256	5.06204511248452	5.17092567749087	4.96412802107624	4.97200559314797	4.26254790075641	4.34452889319279	2.83092436992745	3.08005028811439	2.7336857463837	2.53987673686761	3.36012703001361	3.79567252790674	3.82863622862644	3.47860432013639	3.82764079737092	3.84650482990614	3.84156525047245	3.72274549891806	3.85386769196695	3.67342143909459	3.646238432156	3.70145454388588
orf19.1827	-1.1333158426235	0.104956539489525	-0.40797527782146	-0.727844728133841	0.129733132326684	0.0963938454337301	-0.272061883672395	0.101582300600123	-0.374985047796186	-0.470522231287038	-1.35591859581767	-1.5960306008206	0.193930723987295	-0.344644390794669	-0.204129413220682	2.34251536630098	-0.868085870251115	-0.536330050485	-0.669969702311679	-0.0821540137571124	-0.465433120013544	-0.202572300465521	0.207400468905556	0.177375336417944	0.449333651562582	-0.0817051513284395
orf19.1828	4.23265595534837	4.13239167547687	4.35439226108727	4.14883492623267	4.61180994621116	4.48214828614304	4.51422380193304	4.55231697314943	4.10872739119989	4.13764582745993	3.24762919510617	2.98370991935785	2.65050580842691	2.20932136964526	2.98066724720285	2.97153500458171	2.89860936530058	3.06904349533486	2.77125950633279	3.03149638349522	2.66299562079764	2.82280522772719	3.23089152034933	2.9105478540797	3.23043706448339	3.05836148285937
orf19.183	5.45748109698759	5.58060896227812	4.04822130741186	4.12080365210222	5.2504108610961	5.21966715396774	5.32047376125587	5.17712221341028	5.08611920523741	4.99848044945576	3.8607898322132	3.7989902022237	3.89096349770147	4.06446983062816	3.96454748303351	4.08481318680663	4.28408792725042	4.26492786867302	4.8212282653733	4.70330641438504	4.99600379347333	5.01143879699263	5.27302028422509	5.66678407369121	5.15514873527825	5.07170232675624
orf19.1830	0.240877610614302	-0.0757348029136084	0.515723768379811	0.508943042961584	0.911282245130081	1.47434568539533	0.83647150770628	1.15243845287432	0.822284344483564	1.43700903660916	1.67672800518438	2.00649805280376	2.19076604319709	2.4022150401503	2.89689890145826	3.04184119171578	3.25005348967959	3.59532092276481	3.59743014704449	3.41966366423071	3.52280210364727	3.4436523591755	4.0216345470206	3.84896763677177	4.07230774706914	4.52719629217878
orf19.1832	8.46146443887324	8.40199384239339	6.66757029135039	6.61455146727085	7.03570832047369	7.07856256277469	6.81814412746445	6.84028467315485	6.54334833201119	6.55871037709226	5.45678894528448	5.53247626057896	5.35912045493338	5.41720101342485	5.43852848292679	5.34791172925679	5.60522732991936	5.08011489582557	5.54008547056366	5.491198235525	5.47738309380927	5.66692929821516	5.50754307657756	5.49143551906592	5.13737527643419	5.18233339835076
orf19.1833	6.37166735942911	6.43517303745124	9.14259505966387	8.96610806552081	10.2590195606106	10.2085534326039	10.2215746664249	10.1726719342737	9.43007414122042	9.34957607033851	7.25058562967232	7.14436594440776	6.42664658681538	6.67719350138234	7.45748075318631	7.4135398777917	8.32741388704913	8.27015595770829	8.5887907994682	8.61023667775034	8.67381497541586	8.70225284962228	8.42501105004034	8.93518286718389	8.49335445512857	8.57150439357845
orf19.1834	4.05505712874057	4.21309167301755	4.34070461112085	4.15989669328359	5.34150053282924	5.25350108887145	5.32047376125587	5.35217446296924	4.96401449411165	5.15677280048756	4.57255362933206	4.59055413842851	4.23873392580289	4.27137423760787	4.23855456361078	4.3728812509177	4.19964581345817	3.59532092276481	3.67465713754602	3.70272405042405	3.8188074089136	3.74063633608538	3.43617371767917	3.7213149235685	3.4387885104833	3.49750456771191
orf19.1835	6.24560425732228	6.20324891677023	5.35165136137701	5.37728063956018	7.01877909245789	7.00312829128177	6.59844779464791	6.5856346936781	6.29327553531077	6.21590929963429	5.68317022521659	5.84164420282354	5.39440707941277	5.61392708084575	5.36422862012663	5.29672649100465	5.23161451350187	5.2219762076924	5.07532714140787	5.08601513571107	4.9646223369429	4.82559518081463	4.93749039074292	4.75715988845746	5.03517271084824	5.0786103177755
orf19.1836	4.14389766277539	3.97252173102125	4.37468328203609	4.41663187902145	5.42311543864085	5.33792666119103	5.27124407237049	5.33293381143185	4.9476555995633	4.99848044945576	4.27401422315443	4.18210403599846	3.93702944175543	3.99433821877753	3.95076566365288	4.04192516568152	4.0886301716736	3.98065092930432	4.20712732120325	3.96469231017804	3.98474763662676	4.31863324766183	4.17190879588941	4.51144773644754	4.33619926629131	4.1814203882315
orf19.1837	7.61207273174863	7.63722608740189	7.41473236573069	7.47320221232382	7.60349893816994	7.59994511613194	7.64475476925099	7.56884222413116	7.51063617287946	7.469241236157	7.10082716865498	7.08683075305164	7.09291511336528	7.10917416027916	7.09619170138792	6.82615014571104	7.16310026259238	7.22074520485208	7.30702447340369	7.19714816055744	7.23817925715098	7.21075381171746	7.25077485267534	7.21352799335774	7.25893603644065	7.21011224289279
orf19.1839	5.98355026554041	5.99030441445559	9.37500881532975	9.2700416655694	10.0058862485441	9.95723931885148	9.9589248692641	9.91885580945934	8.82631683529747	8.86005694137685	6.59145559083441	6.63877659826247	5.8637757145419	6.02365696323934	7.24358547302701	7.06973718418922	7.81253048254745	7.56977811577057	7.6813303970382	7.61018375647791	7.76454089926492	7.67064543738819	7.60545262594381	7.5328948146174	7.4674888999116	7.53483909479889
orf19.184	4.96980676459288	4.81925248597312	4.8960159766626	4.79920503175664	5.05418415536608	4.78636023554503	5.03606581532381	4.88843162073627	4.94491099154796	5.13511121249647	4.70145727981738	4.82409236661108	4.7678973031315	4.63073465710268	4.77017938599893	5.15568974785564	4.67213276843509	4.64306591192231	4.72854725100225	4.12559098346492	4.59295770744474	4.33313895750161	4.63308123434769	4.32769654806021	4.46413781881569	4.51315268671373
orf19.1840	9.00643212812226	9.109654953689	8.86286412343504	8.91111365146005	9.06397135039849	9.08144556125908	8.75630403160891	8.77387283146674	8.80279971659513	8.86525638737887	8.94197758354473	8.89105361419271	9.21570919180035	9.21547376920078	9.35333743367717	9.14347099998908	9.49706063180819	9.44001411988301	9.46305162472751	9.41719957022969	9.58901222671385	9.56843624805034	9.56627749564985	9.73953482682101	9.58765717347172	9.67286633987708
orf19.1841	3.01974232900932	3.06266576475889	1.52524139869639	1.40697756605524	3.25783096203871	2.78762105677339	3.10704268698118	3.14599986148653	2.90999094617694	2.91454780656596	2.50732701997817	2.76927493454836	2.79055728405072	2.90097395922704	2.47720761468757	3.04736307624645	2.37550307751893	2.55754026574592	2.87373823512141	2.64760303195879	2.62851434392365	2.25210544853072	2.25979502537509	1.6510398849604	2.04823408115335	1.85810540495236
orf19.1842	6.87799897843029	7.06429604910055	6.6812602718809	6.63952173191891	6.72566263807858	6.76200831966985	6.59561755352547	6.57441120708359	6.15989252882959	6.2801121149155	6.26709836360401	6.34717019961875	5.94665608170545	6.00109722028508	6.47211989620062	6.31958731175009	6.56883165694248	6.03025571894923	6.2246281290131	6.24821323813606	6.32510533829351	6.26510406019811	6.16373564061201	6.13836821488324	6.09230586047977	6.21452742915873
orf19.1843	5.94852459926259	5.97402123636336	5.36523603205529	5.12406983837322	5.66425459789338	5.63348516793248	5.77193873016752	5.7285553847383	5.778924537215	5.94692755661677	5.63939754012955	5.96977174661434	5.8486483796739	5.58764619515525	5.62073688189439	5.49997809847418	5.46656942619628	5.21469611793644	5.12465443401803	5.12037714824681	5.2180658397817	5.05584442723311	4.8612511733043	4.49317133360765	4.67646876895498	4.73910808784114
orf19.1844	0.596115193456365	-0.0757348029136084	-1.44466666923517	-0.573312057171488	-0.863796130180587	-1.72365813064113	-1.16773956089038	-1.10731811610604	-1.06536543466947	-1.35578460482828	-0.039291434046316	-1.5960306008206	-0.193014988676821	-1.13061890730534	-0.68806126940187	3.20555763438106	-0.735486985772493	-0.0892596117467362	-1.76874001796632	-2.98922081904638	-0.465433120013544	-1.34081478687266	-1.59217466111179	-0.845278316333667	-2.33026522682318	-0.804233670824842
orf19.1847	8.22165489045199	8.21989473337123	7.63679765775497	7.62659892641655	3.9816634464839	4.28685693846575	4.83778494987402	4.84154997782598	5.28586278088426	5.02218503155072	6.66207351632728	6.59816665354441	6.97681287951947	6.97677063521379	6.97773553585667	6.78586070134063	6.48249510598786	6.27192045112193	5.61353749455847	5.45927032924074	5.27769171297187	5.17873124382819	4.80573422415682	4.80979762572008	4.76810499127859	4.78268640785093
orf19.1848.1	2.50303068641237	2.41052336960662	2.28040803173613	2.16832586294291	2.25857255429623	2.22184513375201	2.29679480531209	2.34025728316043	2.44977323221307	2.18937652342208	3.01228147956066	2.88047283308374	3.25397472002237	3.28075213252721	3.15906181629301	3.06349755665874	3.23396867273037	3.36043058640139	3.42813334474252	3.75469302744181	3.18597434492856	3.84554294730043	3.68722040423066	3.93272493695539	3.97532778905509	3.63354489327803
orf19.1849	5.28752889258153	5.20323587981051	6.66439733874193	6.51616909103138	6.79257603451836	6.78295910325438	6.74043952046147	6.75407977302963	6.0235680833343	6.03103103610777	4.94905479285979	5.0067724466464	4.96607106834383	4.76468216110363	5.33446486766109	5.28382849144887	5.84836490367689	5.30886780346599	5.64285643472667	5.45703132167571	5.68877141866021	5.47732874465834	5.87676342323876	5.44227543564144	5.48518055106039	5.63554627516089
orf19.185	5.73813364244486	5.66041931124722	6.69564913535195	6.61802389889636	6.8796644916875	6.76352214839961	6.87520199214688	6.98127190185794	6.87782539779187	6.92673687419031	6.32146090202034	6.36588487447381	5.79688339835884	5.72390356957094	5.51544382538679	5.41004246068761	5.4938461265375	5.50464008322926	5.25378795919713	5.42072639464032	5.3509016038248	5.07323091679299	5.17783451216493	5.07236764812796	5.02873932834174	5.38614255638557
orf19.1850	4.95456161364766	5.05453131855746	5.18164276970984	5.10129797535921	4.51586084798063	4.58139563950479	4.73432709474307	4.720918820832	5.11570654280203	4.99249294306296	5.05855277516271	4.84137680204669	4.85046103595904	4.88907044387971	4.72770862935586	4.6961152925951	4.68402184514752	4.80047834578423	4.71941563102276	4.71806020163656	4.57042808621693	4.55561821522854	4.74430851957295	4.87476974346373	4.89018086811377	4.93441963789069
orf19.1852	5.78894982792749	5.73261406300042	6.21333955992509	6.31943005387052	6.14446776090686	6.20113492498646	5.60411328075237	5.66842356666862	5.84518757257741	5.76922215283544	6.37949931328739	6.32959922433958	6.54962648427042	6.4944937335261	6.31617703383702	6.26022436851504	6.47139008876647	6.55833920288552	6.68867467465065	6.82589847125103	6.7201359303676	6.80525817965254	6.89696400914891	6.94009583501864	6.93283625376706	6.83341849367218
orf19.1853	9.46215421956415	9.33971784763694	9.03344921674265	8.95195784868391	9.57800516181664	9.6077879737089	10.165083833071	10.190788755598	10.0826102639316	10.0224533517687	10.0064703496105	9.83934218815758	10.7715421435232	10.6012544667219	10.1326390742093	10.0410808909841	10.1408959625425	10.124547310361	10.2243811426252	10.2140500045081	10.0051590622485	9.94912578710727	9.39202610928752	9.1409262430146	8.98198989419189	8.70628183812379
orf19.1854	9.16219987539743	9.03323518634178	8.45966371749	8.58110130239821	9.08386243904612	9.13899912095157	9.83288071197767	9.70558460596797	9.67573754298644	9.55043977427479	9.52196468993093	9.44756791345843	9.99091549186219	10.068946571297	9.49260101102464	9.40358869546638	9.50911548409269	9.54949260805734	9.8256823362674	9.745656378549	9.4947799861436	9.59309623789416	8.91007666002207	8.85784193905016	8.73593724027016	8.25204893526866
